-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85452,67.32308,NaN
-72.85453,67.32308,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85453,67.32307,NaN
-72.85454,67.32307,NaN
-72.85454,67.32307,NaN
-72.85454,67.32307,NaN
-72.85454,67.32307,NaN
-72.85454,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85455,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32307,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85456,67.32306,NaN
-72.85457,67.32306,NaN
-72.85457,67.32306,NaN
-72.85457,67.32306,NaN
-72.85457,67.32306,NaN
-72.85457,67.32306,NaN
-72.85457,67.32306,NaN
-72.85457,67.32306,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32306,NaN
-72.85458,67.32305,NaN
-72.85458,67.32306,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85458,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85459,67.32305,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32305,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85460,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85461,67.32304,NaN
-72.85462,67.32304,NaN
-72.85462,67.32304,NaN
-72.85462,67.32304,NaN
-72.85462,67.32304,NaN
-72.85462,67.32304,NaN
-72.85463,67.32303,NaN
-72.85463,67.32304,NaN
-72.85463,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32303,NaN
-72.85464,67.32302,NaN
-72.85464,67.32302,NaN
-72.85464,67.32302,NaN
-72.85464,67.32302,NaN
-72.85464,67.32302,NaN
