,manual,datta,fair_flanner,herzfeld,jasinski,magruder,moussavi_pope,spergel_kingslake,arndt,med_algorithms,pond
-72.99643999999985,2.0988184599136406,1.3360235586135645,,2.1186345968043807,2.1022755752641284,1.7151540248217647,1.064333365231134,0.009303613164263444,1.763020619750568,1.6097280685291502,1
-72.99642999999985,2.155991472336198,1.4581768512079403,,2.163353781038199,2.135729664728032,1.7632725826267652,1.0498875148264428,0.00989506981767057,1.8325712597641948,1.669438698228845,1
-72.99641999999984,2.2023494797351,1.5966863071294126,,2.208072965272017,2.169183754191936,1.830075443171549,1.0285624604202581,0.010486526471077695,1.910467108004835,1.7501591525892224,1
-72.99640999999984,2.249195150929562,1.803845152800516,,2.2527921495058356,2.202637843655839,1.935830366776866,1.0097826032640689,0.011077983124484821,1.954509823534576,1.825416177390095,1
-72.99639999999984,2.297466368437713,1.9020062031484986,,2.2975113337396538,2.236091933119743,2.0291702727708683,0.9935479463249004,0.011669439777891947,2.002678209778467,1.8959082647456853,1
-72.99638999999983,2.3439761869418954,2.0244070178038984,,2.3045795456335867,2.2695460225836466,2.0906958206104913,0.9798835572692265,0.024580682461437013,2.044600579786842,1.959927757908202,1
-72.99637999999983,2.3864545305132756,2.1392805855703263,,2.3056052618039464,2.3030001120475503,2.159967977407667,0.9687932914987916,0.03901459507165008,2.0820999806053613,2.01830847865011,1
-72.99636999999983,2.4250351810422726,2.245672095801302,,2.3066309779743057,2.3364542015114536,2.1954739640521117,0.9602482339997278,0.05344850768186314,2.1154276635375933,2.0702216816433445,1
-72.99635999999983,2.458479297308448,2.352349469530394,,2.3076566941446655,2.3699082909753573,2.2183341277793174,0.9542725876675228,0.06788242029207621,2.144000300196714,2.1143645710285006,1
-72.99634999999982,2.4824744285326545,2.437983173085886,,2.3086824103150247,2.403362380439261,2.242868607182681,0.9508706676730695,0.08231633290228926,2.180718774941413,2.152932321245609,1
-72.99633999999982,2.49957558465227,2.5124303076593164,,2.3097081264853845,2.4368164699031647,2.263450620283569,0.9492398411466402,0.09675024551250233,2.2016801897921296,2.1842932958930885,1
-72.99632999999982,2.5024693000839826,2.572991286050428,,2.3107338426557438,2.4702705593670684,2.286680894902341,0.9465769615526044,0.11118415812271538,2.2188539577049338,2.2098384567295595,1
-72.99631999999981,2.4980550400197026,2.620651482526151,,2.3117595588261035,2.503724648830972,2.308354797058465,0.9447012031653038,0.12561807073292847,2.231441216616147,2.231507069208514,1
-72.99630999999981,2.484018732952603,2.652024554526426,,2.312785274996463,2.5157207174598226,2.3174383911048433,0.9436052551908982,0.14005198334314153,2.237591442154065,2.2478990076178245,1
-72.9962999999998,2.4657938598311313,2.6686941163572255,,2.3138109911666875,2.492105605553458,2.3015230966750355,0.943289118375391,0.1544858959533546,2.2365646680600664,2.2607261394493525,1
-72.9962899999998,2.4458933043362956,2.666975760817413,,2.3148367073368856,2.468490493647093,2.30519275484197,0.9437527935523949,0.16891980856356764,2.230307073845132,2.2689879204480565,1
-72.9962799999998,2.414663773382194,2.6468940251904876,,2.3158624235070833,2.444875381740728,2.309427849080477,0.9449962816344836,0.1833537211737807,2.2198994742202576,2.2734259871179474,1
-72.9962699999998,2.3920881001309797,2.5769074587334493,,2.3168881396772814,2.421260269834363,2.290752615373294,0.947030327260984,0.19778763378399378,2.2045106180515615,2.2732982786813416,1
-72.9962599999998,2.3656106603614293,2.5298212893134866,1.6661800000009948,2.3179138558474794,2.3976451579279985,2.267966765151484,0.949849975472899,0.21222154639420684,2.1857955307247505,2.266618268699906,1
-72.99624999999979,2.3381307404121676,2.467782465749449,1.6913900000040503,2.3189395720176775,2.3740300460216335,2.240007116978482,0.9499681519536558,0.2266554590044199,2.164005011845877,2.254921941670753,1
-72.99623999999979,2.3098631851020914,2.4142355621247757,1.6851900001496405,2.319965288187875,2.3504149341152685,2.22788238477212,0.934860033192489,0.24108937161463298,2.1382600398307163,2.240096067898524,1
-72.99622999999978,2.2716661305559467,2.3790863972743237,1.6915700002096385,2.3209910043580733,2.3267998222089035,2.2108960143284886,0.9203669624277983,0.255523284224846,2.115987527212923,2.224726536819328,1
-72.99621999999978,2.237462434200829,2.4285220653770825,1.6955199999876367,2.3220167205282713,2.3031847103025385,2.1734270420795614,0.906808636729847,0.2699571968350591,2.0985153851758587,2.208659466906938,1
-72.99620999999978,2.199181834540983,2.389628796527165,1.6950000001468692,2.304630207585894,2.279569598396174,2.1425353219341114,0.8941997620765458,0.28439110944527213,2.0820036949500698,2.1913750049082936,1
-72.99619999999977,2.1587744265602558,2.338041554262428,1.6992000001007266,2.2829080028363045,2.255954486489809,2.1328572990000843,0.8825307460715336,0.29882502205548517,2.0576007077944083,2.172129179312932,1
-72.99618999999977,2.1053805433987614,2.287478646668472,1.7038399999606646,2.2611857980867147,2.232339374583444,2.1265749334331714,0.8717964781580988,0.31325893466569826,2.039247563955701,2.151298190432385,1
-72.99617999999977,2.0581239675334237,2.2075251310118085,1.7020400000050735,2.239463593337125,2.208724262677079,2.107302486339286,0.862065868106597,0.3276928472759113,2.0241711580494766,2.1289919015098073,1
-72.99616999999976,2.017134405596507,2.1398600880316345,1.7021700003003608,2.217741388587535,2.185109150770714,2.0842837043135503,0.8532858021516925,0.3421267598861244,2.0052608619550876,2.105584405554853,1
-72.99615999999976,1.9784713770355395,2.08257307556409,1.708809999995893,2.196019183837945,2.1614940388643493,2.064887231559116,0.8454348599800726,0.35656067249633744,1.9892421946545842,2.0805401185891994,1
-72.99614999999976,1.9342710356699422,1.9197377491837446,1.7006600001601704,2.1742969790883553,2.1378789269579843,2.048332342019355,0.8365280045337343,0.37099458510655053,1.9759975277215303,2.0562621523430797,1
-72.99613999999976,1.8990326800501802,1.8603026697499245,1.7073499998420036,2.1525747743387655,2.1142638150516193,2.0425761962708333,0.8249189632859979,0.3854284977167636,1.962058813532097,2.032683334673158,1
-72.99612999999975,1.8708407958671671,1.814003476931482,1.707289999971607,2.1308525695248894,2.0963515892095304,2.0349226434905203,0.8106172505881374,0.3998624103269766,1.9438622453253545,2.0095968421170567,1
-72.99611999999975,1.8448818244841587,1.812072857209558,1.7015999997415046,2.1091303645227146,2.0903379761279823,2.0040594101303024,0.7936228634506465,0.4142963229371897,1.928081227576142,1.9880754456211356,1
-72.99610999999975,1.8171827832457126,1.7590903637040183,1.6907800000314628,2.08740815952054,2.0843243630464343,1.9580839665190786,0.7739357991382915,0.42873023554740275,1.906959791876154,1.968057752739515,1
-72.99609999999974,1.7878430834438157,1.7367422498757918,1.6909300000657392,2.065685954518365,2.0783107499648863,1.9072360771330987,0.7515560548401693,0.44205990522399574,1.8871463499784076,1.9495375449351404,1
-72.99608999999974,1.7656602778258588,1.7354599423373418,1.693489999898961,2.04396374951619,2.0722971368833383,1.8686897121741437,0.7264309371316109,0.44860636983914415,1.8687321455965116,1.9316974934913902,1
-72.99607999999974,1.7429259588837962,1.7487385652775878,1.6879000000356408,2.0222415445140154,2.0662835238017903,1.8418146840909169,0.6986087615761006,0.4551528344542926,1.8536103247251057,1.9131542175718779,1
-72.99606999999973,1.7213151334453443,1.772409987663065,1.6959899996702799,2.00051933951184,2.060269910720242,1.7960602567121966,0.6701128612972659,0.461699299069441,1.835944544016219,1.892780120231808,1
-72.99605999999973,1.7005916450637397,1.7945050763700352,1.6798999998550066,1.9787971345096653,2.0542562976386938,1.721550102443709,0.6574642833155638,0.4682457636845895,1.8202568947841242,1.871434614879196,1
-72.99604999999973,1.6800634189711232,1.8113999520035065,1.6824399997632047,1.9570749295074905,2.0482426845571458,1.639215970815283,0.6451319965638969,0.4747922282997379,1.8043940301957808,1.8514696142240232,1
-72.99603999999972,1.6592921197624244,1.8309231894272,1.6744899991703706,1.9480308303595686,2.0422290714755977,1.6020483577027027,0.6312820485033489,0.48133869291488635,1.793464781288737,1.8362732346389632,1
-72.99602999999972,1.638731754859622,1.8855531503303682,1.6630799990225773,1.944429964057306,2.0362154583940497,1.5846896266967458,0.6158831563562306,0.48788515753003475,1.785478008519351,1.8256753988206473,1
-72.99601999999972,1.6330064685820855,1.9020456675097033,1.6335199997285728,1.9408290977550435,2.0302018453125013,1.558168274571389,0.5989670353657784,0.4944316221451832,1.7738583696075805,1.8149331459516198,1
-72.99600999999971,1.6125301171162891,1.9194365849770623,1.6286399996083487,1.9372282314527811,2.0241882322309532,1.538876228716873,0.5884438501317103,0.5009780867603316,1.7618600231782262,1.8045036824051528,1
-72.99599999999971,1.5942555334627702,1.9233757555319007,1.624089999240572,1.9336273651505185,2.018174619149405,1.497939695302271,0.5839696886524058,0.50752455137548,1.7518339722079872,1.7946280870932132,1
-72.99598999999971,1.5628082337809974,1.8753953783361386,1.6048399983714787,1.930026498848256,2.011197279155873,1.4598342052663484,0.5796198519312045,0.5140710159906284,1.7417878928999795,1.7855698855286932,1
-72.9959799999997,1.5462390019762426,1.7700822771744482,1.56280999924826,1.9264256325459934,1.9919819328825736,1.4356943404560278,0.575394605789276,0.520617480605777,1.7297814465738615,1.7756789552934449,1
-72.9959699999997,1.5299054340462825,1.6531594904334477,1.5374499993741966,1.922824766243731,1.9727665866092743,1.40502954415028,0.5543301620188776,0.5271639452209254,1.7171640878072745,1.7641909258325292,1
-72.9959599999997,1.5133159498599826,1.6465111386196463,1.5164299996830695,1.9192238999413755,1.9535512403359747,1.3685528543095014,0.532878083446253,0.5337104098360738,1.7023491422966577,1.7521182050768023,1
-72.9959499999997,1.4967024796911557,1.7304537537719415,1.507859999912859,1.9156230336385143,1.9343358940626754,1.3309972737985079,0.5123065143454587,0.5402568744512222,1.686020932566531,1.7385774088274508,1
-72.99593999999969,1.480079705089675,1.9866196258270234,1.503700000442384,1.9120221673356528,1.915120547789376,1.3160950765333332,0.49261545553879904,0.5468033390663707,1.6686994097346453,1.7236426832386251,1
-72.99592999999969,1.4566989685816714,2.135774636108136,1.510490000365162,1.9084213010327913,1.8959052015160764,1.3160950765333332,0.4738049081273159,0.5533498036815191,1.6531895725387027,1.7079236975882335,1
-72.99591999999969,1.4348291868285545,2.2565899666816724,1.52230999997749,1.90482043472993,1.876689855242777,1.295065671874073,0.45587833774457936,0.5598962682966675,1.6382722406049872,1.6906414786960045,1
-72.99590999999968,1.4150018694183697,2.2637494958184723,1.5214900000125056,1.9012195684270685,1.8574745089694777,1.272112981451416,0.4388474565018572,0.5664427329118159,1.6125454369481649,1.672432649136471,1
-72.99589999999968,1.394443958482776,2.160930263253124,1.5218600002984137,1.8976187021242072,1.8382591626961782,1.2707708977912169,0.4226970895748952,0.5729891975269643,1.5937952018345227,1.6536593557109556,1
-72.99588999999968,1.3738137856949788,2.1247452720495037,1.5260800002274872,1.8940178358213458,1.7701276689782424,1.2719916779666347,0.4081169730204683,0.5795356621421128,1.5716569793824886,1.6342655028263298,1
-72.99587999999967,1.3498803983031078,2.10382743943768,1.5329100000078444,1.8904169695184843,1.6930918196917184,1.26198508135171,0.4195794472902254,0.5860821267572612,1.542812010687669,1.6160274770259466,1
-72.99586999999967,1.3295027006850728,2.1016378404185674,1.5330400000941327,1.878444362239986,1.6160559704051942,1.2474415466948638,0.4342444387078472,0.5926285913724096,1.5221261691437207,1.6003250522838297,1
-72.99585999999967,1.3089519969888184,2.098758133708425,1.5341100000614478,1.8611353449455479,1.5390201211186705,1.2399322692473738,0.4466643482844663,0.599175055987558,1.5016588877028434,1.5873161903973665,1
-72.99584999999966,1.2910068363047569,2.0797789399517983,1.5359900000242153,1.8438263276511095,1.4619842718321463,1.2363203401891893,0.456817506758954,0.6057215206027065,1.4824149586220483,1.5748303939548391,1
-72.99583999999966,1.2742257626223943,2.0371794967004258,1.5367399998635758,1.8265173103566712,1.3849484225456223,1.2363203401891893,0.46473837432241016,0.612267985217855,1.4588885448367026,1.5608526842240575,1
-72.99582999999966,1.2579825050184914,2.032449727736118,1.5338899994713562,1.809208293062233,1.3079125732590984,1.2274949882442519,0.47041437458700436,0.6188144498330034,1.4458524036892053,1.5423971705530937,1
-72.99581999999965,1.2422079864870221,2.031930325968875,1.5184199995961845,1.7918992757677947,1.2308767239725746,1.218323458701093,0.47384760514547314,0.6253609144481518,1.4291308551397488,1.524769343657431,1
-72.99580999999965,1.2262874896247686,1.9896836690475368,1.511839999492161,1.7745902584733564,1.1638019685423664,1.2174988124938328,0.4750506654660247,0.6319073790633002,1.418524871642517,1.5077928063062487,1
-72.99579999999965,1.2103523454198222,1.9346857601288223,1.4963700001168843,1.757281241178918,1.1733843008313747,1.2028691440063575,0.4740065995476411,0.6384538436784486,1.4030856122379738,1.4918735872634954,1
-72.99578999999964,1.195896210232738,1.9461081695921834,1.499830000125766,1.739972223885588,1.1829666331203827,1.193112888626419,0.4809579931571184,0.6308498025445588,1.387832239095017,1.476857042437006,1
-72.99577999999964,1.1832166546274425,1.8739385172792076,1.5006499997513385,1.722663206594135,1.192548965409391,1.197507836885714,0.48959182378761695,0.6145728720960205,1.3711167343122836,1.463990269794845,1
-72.99576999999964,1.1755142718479286,1.8106751038940088,1.4910000004348523,1.705354189302682,1.202131297698399,1.2034303439688951,0.4971545553870671,0.5982959416474821,1.358969102347351,1.4540117938635375,1
-72.99575999999963,1.187884480959591,1.7712453278663325,1.4989400004304467,1.688045172011229,1.2117136299874074,1.2053045067001706,0.5036461869501476,0.5820190111989438,1.3504884227847578,1.4462170938209877,1
-72.99574999999963,1.1857754890231362,1.7685136662038208,1.515459999780897,1.670736154719776,1.2212959622764155,1.2071424197418157,0.509066717192897,0.5657420807504054,1.341906297326309,1.440367742935804,1
-72.99573999999963,1.1856754132074698,1.7551310600469716,1.509610000270461,1.6534271374283231,1.2308782945654237,1.2192470150755903,0.5134059461979492,0.5494651503018672,1.3328910299612806,1.4359373303362801,1
-72.99572999999963,1.1876758821581876,1.6955277231113546,1.5176499999309352,1.6361181201368702,1.240460626854432,1.2274289754897034,0.5166615702757592,0.5331882198533289,1.3263316982973397,1.4322581268902275,1
-72.99571999999962,1.1906751543095544,1.740066731074114,1.5159100001474235,1.6188091028454172,1.25004295914344,1.2291476296385178,0.518846089634917,0.5169112894047905,1.319990601653049,1.4291729708613665,1
-72.99570999999962,1.1821076271643187,1.7534886471519169,1.517600000118945,1.6038263660880536,1.2596252914324484,1.2289026566666665,0.5199595031320078,0.5006343589562522,1.3156511840885645,1.4271157474226652,1
-72.99569999999962,1.1885472979674299,1.777898399994713,1.5188700000349162,1.604187372770758,1.2686958765239063,1.2279057120127148,0.5416821229262186,0.4843574285077139,1.312522571436205,1.4258585674444517,1
-72.99568999999961,1.1959192620858263,1.7976198750691688,1.5167300000590886,1.6045483794534625,1.2765316315713064,1.2248782947570662,0.5730410364755342,0.4680804980591755,1.310383742615205,1.4256030128120116,1
-72.99567999999961,1.204463669666482,1.802686062274675,1.5274400000175077,1.604909386136167,1.2843673866187064,1.2349953687957766,0.605279225255663,0.4518035676106372,1.3093247931095826,1.4258378930970315,1
-72.9956699999996,1.2141674226878243,1.8003195298137322,1.5280200000353,1.6052703928188714,1.2922031416661066,1.2599461386493362,0.6383952207214075,0.4355266371620989,1.3092879687620358,1.426803892328986,1
-72.9956599999996,1.224897061245392,1.7906602108431036,1.529019999992042,1.6056313995015759,1.3000388967135068,1.2754044499425146,0.6723805465847872,0.41924970671356054,1.3101360857807258,1.428527392617268,1
-72.9956499999996,1.2367346639036612,1.7726207926872821,1.5289600000266597,1.6059924061842803,1.3078746517609068,1.2812538681560917,0.7072142223714176,0.40297277626502226,1.312228454638653,1.4297557724529202,1
-72.9956399999996,1.2503224153837849,1.754371571102934,1.532750000049866,1.6063534128669847,1.315710406808307,1.284448198352941,0.7429124685543035,0.3866958458164839,1.3153609299456417,1.4304328191149742,1
-72.9956299999996,1.263994182444309,1.7256684432400462,1.5327900001504218,1.6067144195496892,1.3235461618557072,1.2952268871842851,0.7794789379142499,0.3704189153679456,1.3213651303662841,1.4314998097529643,1
-72.99561999999959,1.2779049878033675,1.6960292598876292,1.5338800002847712,1.6070754262323936,1.3313819169031071,1.3091292162884576,0.8169252515403626,0.3541419849194073,1.3279086466921404,1.4324352141471504,1
-72.99560999999959,1.2924795672689504,1.6487803307003184,1.5408600000556356,1.607436432915098,1.3392176719505073,1.3149980185691827,0.8401289172060104,0.33786505447086895,1.3358917900336682,1.4342482999241517,1
-72.99559999999958,1.3069478267789114,1.6202010324956273,1.5421800000593444,1.6077974395978025,1.3470534269979073,1.3200517759237747,0.854335972853152,0.3215881240223306,1.3453230059484476,1.4377347790044086,1
-72.99558999999958,1.320932673387632,1.5939271574140232,1.5421600001287503,1.6081584462805072,1.3548891820453075,1.3224430034488481,0.8660485743314935,0.3196322324232085,1.3548974504928235,1.4428797904316526,1
-72.99557999999958,1.337337129099479,1.5740416365901044,1.5446499998627232,1.6085194529632116,1.3627249370927077,1.3306469348067593,0.8640521619395991,0.32171560721377135,1.3657567034790825,1.448880752442785,1
-72.99556999999957,1.3538676981605116,1.5492542892968801,1.5412900001129763,1.608880459645916,1.3705606921401077,1.3450511706816475,0.8633003241698496,0.32379898200433416,1.3776191142004952,1.4550223456857012,1
-72.99555999999957,1.3699150849238586,1.5085558791650107,1.5440299999970157,1.6092414663286205,1.3783964471875079,1.3624354028918928,0.8638917737452918,0.325882356794897,1.3900077374762967,1.4622524542008826,1
-72.99554999999957,1.3859132751950116,1.480982689766578,1.5440300001197975,1.609602473011325,1.386232202234908,1.377536071953615,0.8658139758966522,0.32796573158545983,1.403465473822789,1.4707180443471426,1
-72.99553999999956,1.4047787211084934,1.4617957202718126,1.5433600001581527,1.6099634796940294,1.394067957282308,1.3815354452000002,0.8690591765898015,0.3300491063760227,1.4233849354795354,1.4812629057362705,1
-72.99552999999956,1.424620912233819,1.4443620509426152,1.5470100001797389,1.610324486376734,1.4124101048172193,1.3872330320688542,0.8736273772692829,0.3321324811665855,1.4370358230530993,1.4948921956686845,1
-72.99551999999956,1.443797507038129,1.4347486582508298,1.5481500001951576,1.6160267572644191,1.4559818833699534,1.395823222235606,0.8776096584140963,0.3342158559571483,1.4524421495105733,1.5111329466300574,1
-72.99550999999956,1.462974101842438,1.433780981550701,1.553260000022027,1.6422592578485309,1.4995536619226872,1.414828830660196,0.881089868345978,0.3362992307477112,1.4731566854950982,1.528694927909087,1
-72.99549999999955,1.4820216135806683,1.4423221032847047,1.5538100001232367,1.6684917584326424,1.543125440475421,1.456497636623964,0.8855321746103153,0.338382605538274,1.4940675880854548,1.5471978025255362,1
-72.99548999999955,1.5009899761486483,1.4560731047725477,1.5563400001127774,1.6947242590167542,1.586697219028155,1.504829900862445,0.8909239211427535,0.34046598032883685,1.510812223006805,1.566703026140214,1
-72.99547999999955,1.5201520123679646,1.482550570707103,1.550690000554337,1.720956759600866,1.630268997580889,1.52760637059375,0.8972568755604147,0.34254935511939966,1.5317385222894013,1.5872046981501957,1
-72.99546999999954,1.5416255560784609,1.5505968864764426,1.5629399999704414,1.7471892601849777,1.673840776133623,1.52760637059375,0.9045143486836642,0.3446327299099625,1.5635723094341472,1.608566320225275,1
-72.99545999999954,1.5633224052653014,1.5881308566839913,1.5621700000718501,1.7734217607690892,1.7174125546863568,1.5319063795665042,0.912715304165487,0.34671610470052533,1.5896488349391733,1.6308847303659761,1
-72.99544999999954,1.5850304800262995,1.6531111067481083,1.5613900001280256,1.799654261353201,1.7609843332390906,1.5414040219060965,0.9218597430459479,0.34879947949108814,1.6098718034823185,1.6548772378055716,1
-72.99543999999953,1.6066498178289328,1.7609064602542313,1.563280000146784,1.8258867619373127,1.8045561117918245,1.5605931041519727,0.9319664556018967,0.350882854281651,1.6327255439005037,1.6803636060623546,1
-72.99542999999953,1.6266182447202115,1.9059520144093611,1.5711699999526354,1.852119262459439,1.8481278903445586,1.585159914159402,0.9420077755393537,0.3529662290722138,1.6578383101164855,1.7068862733729848,1
-72.99541999999953,1.6468484389874203,2.001228466270597,1.5662500004562963,1.878351762753375,1.8916996688972925,1.6078441541815796,0.9512002971314143,0.3550496038627766,1.689389405595697,1.7341661248505016,1
-72.99540999999952,1.6668405847948224,2.069594650207841,1.5701900010457768,1.9045842630473109,1.9352714474500263,1.6273634986045011,0.9603722053666495,0.3571329786533395,1.7156083936168072,1.7613981623498258,1
-72.99539999999952,1.688736045677882,2.0991994776138876,1.583430000008697,1.930816763341247,1.9788432260027604,1.6383178793940179,0.9695235002200133,0.3592163534439023,1.7386256083031173,1.7876315363784698,1
-72.99538999999952,1.7075427324457482,2.1250510787483714,1.5923100001787727,1.9570492636351828,2.0224150045554943,1.6709245888213342,0.9786541522080737,0.36129972823446516,1.7600750673856564,1.8126493726610424,1
-72.99537999999951,1.7326888118889678,2.150921023670337,1.5925900002377475,1.983281763929119,2.065986783108228,1.7095920330618373,0.9877637795887865,0.36338310302502796,1.7815898224158613,1.8367135092384603,1
-72.99536999999951,1.7502829174760524,2.169947183578001,1.5963300004575611,2.009514264223055,2.109558561660962,1.7358411896164352,0.9968527935497696,0.36546647781559083,1.8021312557184508,1.8601553819028882,1
-72.99535999999951,1.7683959263016524,2.190123219655472,1.599470000093735,2.0357467645169907,2.153130340213696,1.7524857060370367,1.0059211940030102,0.36754985260615364,1.8225171497081414,1.879898138621686,1
-72.9953499999995,1.786845288272811,2.13371185586262,1.6059600001328005,2.0619792648109265,2.1967021187664297,1.7574320849907923,1.0149689809861155,0.36963322739671645,1.8419236290497623,1.8984181396438289,1
-72.9953399999995,1.8039949505881299,2.1852983252067335,1.603140000646594,2.084900391313788,2.2402738973191636,1.7680419487780712,1.0220594381801629,0.3717166021872793,1.861186956862763,1.9175688935826436,1
-72.9953299999995,1.8230336891509873,2.173825440921763,1.6146500006180016,2.0961338630124295,2.2838456758718975,1.7871084027979744,1.0265202921865284,0.3737999769778421,1.876458070083945,1.9338253409649178,1
-72.9953199999995,1.8396240219852504,2.1613973658124843,1.6176700009569591,2.1073673347110713,2.295700000387794,1.8005113769599999,1.0313534501726294,0.375883351768405,1.890338198142428,1.9478923413096958,1
-72.99530999999949,1.855174019779572,2.144942951774234,1.6296400002051479,2.118600806409713,2.3033923080826137,1.81205625079927,1.0365526690036704,0.3779667265589678,1.9034445021538295,1.959388936709819,1
-72.99529999999949,1.8710780188527818,2.120498947214145,1.6368200006343727,2.129834278108355,2.3110846157774336,1.832669575000574,1.0421026914259566,0.37998051450413106,1.9174075326496325,1.9706852887347637,1
