lat,h,pondid,typeid
-72.87696008064515,208.80244755244755,2,2
-72.87693427419354,209.18606393606393,2,2
-72.87696008064515,209.4577922077922,2,2
-71.87608640232975,94.97002997002996,3,1
-71.87583349910393,94.93406593406591,3,1
-71.875173140681,94.93406593406591,3,1
-71.87440038082437,94.97002997002996,3,1
-71.8735854704301,94.91608391608389,3,1
,,3,1
-71.8691596639785,95.00599400599398,3,1
-71.86834475358422,95.00599400599398,3,1
-71.86764224462365,95.00599400599398,3,1
-71.86727693996416,95.00599400599398,3,1
-71.87608640232975,94.93406593406591,3,2
-71.87611450268817,94.46653346653345,3,2
-71.87603020161289,93.98101898101896,3,2
-71.87591780017921,93.56743256743255,3,2
-71.87576324820787,93.15384615384613,3,2
-71.87562274641576,92.70429570429569,3,2
-71.87548224462365,92.18281718281716,3,2
-71.87528554211468,91.64335664335663,3,2
-71.87499048835124,91.24775224775223,3,2
-71.87468138440859,90.83416583416582,3,2
-71.8743160797491,90.87012987012984,3,2
-71.87400697580644,90.87012987012984,3,2
-71.8738243234767,91.26573426573425,3,2
-71.87366977150538,91.78721278721277,3,2
-71.87364167114694,92.36263736263734,3,2
-71.87357142025088,93.08191808191806,3,2
-71.87357142025088,93.72927072927071,3,2
-71.87357142025088,94.28671328671327,3,2
-71.8735854704301,94.88011988011986,3,2
,,3,2
-71.8691737141577,94.97002997002996,3,2
-71.86918776433691,94.44855144855143,3,2
-71.8691596639785,93.85514485514483,3,2
-71.86914561379928,93.38761238761236,3,2
-71.86907536290322,92.81218781218779,3,2
-71.86894891129032,92.65034965034963,3,2
-71.86883650985662,92.81218781218779,3,2
-71.86882245967742,93.33366633366632,3,2
-71.86873815860214,93.85514485514483,3,2
-71.86859765681002,93.96303696303694,3,2
-71.86841500448028,93.80119880119878,3,2
-71.86841500448028,93.5134865134865,3,2
-71.8683166532258,93.2257742257742,3,2
-71.86814805107527,92.70429570429569,3,2
-71.86797944892473,92.72227772227771,3,2
-71.86761414426523,92.81218781218779,3,2
-71.86760009408601,93.26173826173824,3,2
-71.8675719937276,93.54945054945053,3,2
-71.86752984318996,93.96303696303694,3,2
-71.86740339157706,94.46653346653345,3,2
-71.86727693996416,94.97002997002996,3,2
-71.64705117607527,84.5246003996004,4,1
-71.64214364919356,84.57255244755245,4,1
-71.63878665994625,84.57255244755245,4,1
-71.64706622983871,84.50062437562438,4,2
-71.64676515456989,83.13399100899102,4,2
-71.64655440188172,82.39073426573427,4,2
-71.6463285954301,81.50362137862139,4,2
-71.64601246639785,80.54458041958043,4,2
-71.64553074596775,79.89722777222778,4,2
-71.64494364919355,79.17794705294706,4,2
-71.64425117607527,78.9142107892108,4,2
-71.64351354166666,78.6264985014985,4,2
-71.6427909610215,78.65047452547454,4,2
-71.6423845094086,78.79433066933068,4,2
-71.64179741263442,79.20192307692308,4,2
-71.64139096102151,79.84927572427573,4,2
-71.64084902553763,81.35976523476523,4,2
-71.6404275201613,83.0141108891109,4,2
-71.6398404233871,83.58953546453547,4,2
-71.63916300403227,83.85327172827174,4,2
-71.63883182123656,84.14098401598402,4,2
-71.6387716061828,84.5246003996004,4,2
