lat,h,pondid,typeid
-72.99661489919356,221.5050262237762,1,1
-72.99538034722224,221.51901223776224,1,1
-72.99398722894266,221.54698426573427,1,1
-72.99261676299284,221.54698426573427,1,1
,,1,1
-72.99202780241937,221.60292832167832,1,1
-72.9895247199821,221.5749562937063,1,1
-72.9966375515233,221.35118006993008,1,2
-72.99659224686381,220.51201923076923,1,2
-72.99649031137994,219.63090034965035,1,2
-72.99642235439069,218.80572552447552,1,2
-72.99635439740145,218.5959353146853,1,2
-72.99617317876346,219.44908216783216,1,2
-72.99589002464158,219.7987325174825,1,2
-72.99560687051972,219.75677447552448,1,2
-72.99519912858423,219.29523601398603,1,2
-72.99487066980288,219.28125,1,2
-72.99470077732975,219.04348776223776,1,2
-72.99424773073478,219.01551573426573,1,2
-72.99382866263441,219.35118006993008,1,2
-72.99357948700718,219.72880244755245,1,2
-72.99339826836919,220.14838286713288,1,2
-72.99304715725808,220.73579545454547,1,2
-72.99279798163083,221.14138986013987,1,2
-72.99266206765235,221.3791520979021,1,2
,,1,2
-72.99201647625449,221.3931381118881,1,2
-72.99190321460574,220.49803321678323,1,2
-72.99173332213263,220.02250874125875,1,2
-72.99157475582439,219.3931381118881,1,2
-72.99141618951614,219.0574737762238,1,2
-72.99120099238353,218.6938374125874,1,2
-72.99071396729391,218.55397727272728,1,2
-72.99035153001793,218.14838286713288,1,2
-72.99011368055557,218.44208916083917,1,2
-72.98979654793908,219.25327797202797,1,2
-72.98971726478496,220.13439685314685,1,2
-72.98964930779572,220.65187937062936,1,2
-72.9895700246416,221.40712412587413,1,2
-72.89354072580645,209.54095904095905,2,1
-72.8872697580645,209.52497502497502,2,1
-72.88427620967741,209.493006993007,2,1
-72.88216008064515,209.50899100899102,2,1
,,2,1
-72.88195362903225,209.50899100899102,2,1
-72.87681814516128,209.46103896103895,2,1
-72.89307620967742,209.07742257742257,2,2
-72.89274072580645,208.11838161838162,2,2
-72.89256008064515,207.35114885114885,2,2
-72.89232782258064,207.15934065934067,2,2
-72.8918375,207.5909090909091,2,2
-72.89160524193548,207.07942057942057,2,2
-72.89132137096773,206.55194805194805,2,2
-72.89101169354838,206.16833166833166,2,2
-72.89054717741935,206.9995004995005,2,2
-72.89034072580644,207.83066933066934,2,2
-72.88992782258063,206.64785214785215,2,2
-72.88974717741935,206.45604395604397,2,2
-72.88928266129031,207.01548451548453,2,2
-72.88881814516128,206.72777222777222,2,2
-72.88822459677418,207.28721278721278,2,2
-72.88773427419355,206.3921078921079,2,2
-72.88729556451612,206.71178821178822,2,2
