FID,Z,Lat,Lon
604,0.000000000000000,-72.7415009,67.3753967
605,0.000000000000000,-72.7412033,67.3756027
606,0.000000000000000,-72.7409973,67.3757019
607,0.000000000000000,-72.7406998,67.3758011
608,0.000000000000000,-72.7404022,67.3759003
609,0.000000000000000,-72.7401962,67.3760986
610,0.000000000000000,-72.7398987,67.3761978
611,0.000000000000000,-72.7396011,67.3762970
612,0.000000000000000,-72.7394028,67.3764038
613,0.000000000000000,-72.7390976,67.3766022
614,0.000000000000000,-72.7388000,67.3767014
615,0.000000000000000,-72.7386017,67.3768005
616,0.000000000000000,-72.7382965,67.3768997
617,0.000000000000000,-72.7379990,67.3770981
618,0.000000000000000,-72.7378006,67.3771973
619,0.000000000000000,-72.7375031,67.3772964
620,0.000000000000000,-72.7371979,67.3774033
621,0.000000000000000,-72.7369995,67.3775024
622,0.000000000000000,-72.7367020,67.3777008
623,0.000000000000000,-72.7363968,67.3778000
624,0.000000000000000,-72.7361984,67.3778992
625,0.000000000000000,-72.7359009,67.3779984
626,0.000000000000000,-72.7356033,67.3781967
627,0.000000000000000,-72.7353973,67.3783035
628,0.000000000000000,-72.7350998,67.3784027
629,0.000000000000000,-72.7348022,67.3785019
630,0.000000000000000,-72.7345963,67.3787003
631,0.000000000000000,-72.7342987,67.3787994
632,0.000000000000000,-72.7340012,67.3788986
633,0.000000000000000,-72.7337036,67.3789978
634,0.000000000000000,-72.7334976,67.3792038
635,0.000000000000000,-72.7332001,67.3793030
636,0.000000000000000,-72.7329025,67.3794022
637,0.000000000000000,-72.7326965,67.3795013
638,0.000000000000000,-72.7323990,67.3796005
639,0.000000000000000,-72.7321014,67.3797989
640,0.000000000000000,-72.7319031,67.3798981
641,0.000000000000000,-72.7315979,67.3799973
642,0.000000000000000,-72.7313004,67.3800964
643,0.000000000000000,-72.7311020,67.3803024
644,0.000000000000000,-72.7307968,67.3804016
645,0.000000000000000,-72.7304993,67.3805008
646,0.000000000000000,-72.7303009,67.3806000
647,0.000000000000000,-72.7300034,67.3807983
648,0.000000000000000,-72.7296982,67.3808975
649,0.000000000000000,-72.7294998,67.3809967
650,0.000000000000000,-72.7292023,67.3811035
651,0.000000000000000,-72.7288971,67.3813019
652,0.000000000000000,-72.7286987,67.3814011
653,0.000000000000000,-72.7284012,67.3815002
654,0.000000000000000,-72.7281036,67.3815994
655,0.000000000000000,-72.7278976,67.3817978
656,0.000000000000000,-72.7276001,67.3818970
657,0.000000000000000,-72.7273026,67.3820038
658,0.000000000000000,-72.7270966,67.3821030
659,0.000000000000000,-72.7267990,67.3822021
660,0.000000000000000,-72.7265015,67.3824005
661,0.000000000000000,-72.7263031,67.3824997
662,0.000000000000000,-72.7259979,67.3825989
663,0.000000000000000,-72.7257004,67.3826981
664,0.000000000000000,-72.7255020,67.3828964
665,0.000000000000000,-72.7251968,67.3830032
666,0.000000000000000,-72.7248993,67.3831024
667,0.000000000000000,-72.7247009,67.3832016
668,0.000000000000000,-72.7244034,67.3834000
669,0.000000000000000,-72.7240982,67.3834991
670,0.000000000000000,-72.7238998,67.3835983
671,0.000000000000000,-72.7236023,67.3836975
672,0.000000000000000,-72.7232971,67.3839035
673,0.000000000000000,-72.7230988,67.3840027
674,0.000000000000000,-72.7228012,67.3841019
675,0.000000000000000,-72.7225037,67.3842010
676,0.000000000000000,-72.7222977,67.3843002
677,0.000000000000000,-72.7220001,67.3844986
678,0.000000000000000,-72.7217026,67.3845978
679,0.000000000000000,-72.7214966,67.3846970
680,0.000000000000000,-72.7211990,67.3848038
681,0.000000000000000,-72.7209015,67.3850021
682,0.000000000000000,-72.7205963,67.3851013
683,0.000000000000000,-72.7203979,67.3852005
684,0.000000000000000,-72.7201004,67.3852997
685,0.000000000000000,-72.7198029,67.3854980
686,0.000000000000000,-72.7195969,67.3855972
687,0.000000000000000,-72.7192993,67.3856964
688,0.000000000000000,-72.7190018,67.3858032
689,0.000000000000000,-72.7188034,67.3859024
690,0.000000000000000,-72.7184982,67.3861008
691,0.000000000000000,-72.7182007,67.3862000
692,0.000000000000000,-72.7180023,67.3862991
693,0.000000000000000,-72.7176971,67.3863983
694,0.000000000000000,-72.7173996,67.3865967
695,0.000000000000000,-72.7172012,67.3867035
696,0.000000000000000,-72.7169037,67.3868027
697,0.000000000000000,-72.7165985,67.3869019
698,0.000000000000000,-72.7164001,67.3871002
699,0.000000000000000,-72.7161026,67.3871994
700,0.000000000000000,-72.7157974,67.3872986
701,0.000000000000000,-72.7155991,67.3873978
702,0.000000000000000,-72.7153015,67.3876038
703,0.000000000000000,-72.7149963,67.3877029
704,0.000000000000000,-72.7147980,67.3878021
705,0.000000000000000,-72.7145004,67.3879013
706,0.000000000000000,-72.7142029,67.3880005
707,0.000000000000000,-72.7139969,67.3881989
708,0.000000000000000,-72.7136993,67.3882980
709,0.000000000000000,-72.7134018,67.3883972
710,0.000000000000000,-72.7132034,67.3884964
711,0.000000000000000,-72.7128983,67.3887024
712,0.000000000000000,-72.7126007,67.3888016
713,0.000000000000000,-72.7124023,67.3889008
714,0.000000000000000,-72.7120972,67.3889999
715,0.000000000000000,-72.7117996,67.3891983
716,0.000000000000000,-72.7116013,67.3892975
717,0.000000000000000,-72.7113037,67.3893967
718,0.000000000000000,-72.7109985,67.3895035
719,0.000000000000000,-72.7108002,67.3896027
720,0.000000000000000,-72.7105026,67.3898010
721,0.000000000000000,-72.7101974,67.3899002
722,0.000000000000000,-72.7099991,67.3899994
723,0.000000000000000,-72.7097015,67.3900986
724,0.000000000000000,-72.7093964,67.3902969
725,0.000000000000000,-72.7091980,67.3904037
726,0.000000000000000,-72.7089005,67.3905029
727,0.000000000000000,-72.7086029,67.3906021
728,0.000000000000000,-72.7083969,67.3908005
729,0.000000000000000,-72.7080994,67.3908997
730,0.000000000000000,-72.7078018,67.3909988
731,0.000000000000000,-72.7076035,67.3910980
732,0.000000000000000,-72.7072983,67.3912964
733,0.000000000000000,-72.7070007,67.3914032
734,0.000000000000000,-72.7067032,67.3915024
735,0.000000000000000,-72.7064972,67.3916016
736,0.000000000000000,-72.7061996,67.3917007
737,0.000000000000000,-72.7059021,67.3918991
738,0.000000000000000,-72.7057037,67.3919983
739,0.000000000000000,-72.7053986,67.3920975
740,0.000000000000000,-72.7051010,67.3921967
741,0.000000000000000,-72.7049026,67.3924026
742,0.000000000000000,-72.7045975,67.3925018
743,0.000000000000000,-72.7042999,67.3926010
744,0.000000000000000,-72.7041016,67.3927002
745,0.000000000000000,-72.7037964,67.3928986
746,0.000000000000000,-72.7034988,67.3929977
747,0.000000000000000,-72.7033005,67.3930969
748,0.000000000000000,-72.7030029,67.3932037
749,0.000000000000000,-72.7026978,67.3933029
750,0.000000000000000,-72.7024994,67.3935013
751,0.000000000000000,-72.7022018,67.3936005
752,0.000000000000000,-72.7018967,67.3936996
753,0.000000000000000,-72.7016983,67.3937988
754,0.000000000000000,-72.7014008,67.3939972
755,0.000000000000000,-72.7011032,67.3940964
756,0.000000000000000,-72.7008972,67.3942032
757,0.000000000000000,-72.7005997,67.3943024
758,0.000000000000000,-72.7003021,67.3945007
759,0.000000000000000,-72.7001038,67.3945999
760,0.000000000000000,-72.6997986,67.3946991
761,0.000000000000000,-72.6995010,67.3947983
762,0.000000000000000,-72.6993027,67.3949966
763,0.000000000000000,-72.6989975,67.3951035
