FID,Z,Lat,Lon
577,0.000000000000000,-72.7487030,67.3721008
578,0.000000000000000,-72.7484970,67.3722000
579,0.000000000000000,-72.7481995,67.3722992
580,0.000000000000000,-72.7479019,67.3724976
581,0.000000000000000,-72.7477036,67.3725967
582,0.000000000000000,-72.7473984,67.3727036
583,0.000000000000000,-72.7471008,67.3728027
584,0.000000000000000,-72.7468033,67.3730011
585,0.000000000000000,-72.7465973,67.3731003
586,0.000000000000000,-72.7462997,67.3731995
587,0.000000000000000,-72.7460022,67.3732986
588,0.000000000000000,-72.7457962,67.3734970
589,0.000000000000000,-72.7454987,67.3735962
590,0.000000000000000,-72.7452011,67.3737030
591,0.000000000000000,-72.7450027,67.3738022
592,0.000000000000000,-72.7446976,67.3740005
593,0.000000000000000,-72.7444000,67.3740997
594,0.000000000000000,-72.7442017,67.3741989
595,0.000000000000000,-72.7438965,67.3742981
596,0.000000000000000,-72.7435989,67.3744965
597,0.000000000000000,-72.7434006,67.3746033
598,0.000000000000000,-72.7431030,67.3747025
599,0.000000000000000,-72.7427979,67.3748016
600,0.000000000000000,-72.7425995,67.3749008
601,0.000000000000000,-72.7423019,67.3750992
602,0.000000000000000,-72.7419968,67.3751984
603,0.000000000000000,-72.7417984,67.3752975
