lat	depth_photon	depth_ri
-7.164421512668e+01	-5.781783800569e+00	-4.312511225904e+00
-7.164430449363e+01	-6.163114521662e+00	-4.596937809847e+00
-7.164439536989e+01	-6.361586006160e+00	-4.744973525889e+00
-7.164448431027e+01	-6.077708403504e+00	-4.533235178268e+00
-7.164457222459e+01	-5.790732795694e+00	-4.319186093603e+00
-7.164466201251e+01	-5.442390866485e+00	-4.059365157369e+00
-7.164474835071e+01	-5.269876129428e+00	-3.930690034629e+00
-7.164483879477e+01	-5.316096660377e+00	-3.965164958885e+00
-7.164492691262e+01	-5.162062815754e+00	-3.850274346054e+00
-7.164501522111e+01	-5.166747807670e+00	-3.853768783225e+00
-7.164510327322e+01	-6.120964183147e+00	-4.565498756730e+00
-7.164519177370e+01	-6.404461020718e+00	-4.776953099663e+00
-7.164528072696e+01	-5.472791182896e+00	-4.082040115534e+00
-7.164537324597e+01	-4.833662789389e+00	-3.605327656738e+00
-7.164546055267e+01	-4.435249334728e+00	-3.308159420249e+00
-7.164554795323e+01	-4.497636820734e+00	-3.354692937073e+00
-7.164563534363e+01	-4.477614553036e+00	-3.339758747696e+00
-7.164572269449e+01	-4.294569548058e+00	-3.203229319056e+00
-7.164581628761e+01	-4.260547538157e+00	-3.177853015706e+00
-7.164590364998e+01	-3.452143904736e+00	-2.574881707120e+00
-7.164599120524e+01	-3.806364474846e+00	-2.839087398259e+00
-7.164607845543e+01	-3.502245001393e+00	-2.612251063917e+00
-7.164616852707e+01	-3.278000482163e+00	-2.444991782026e+00
-7.164625972359e+01	-2.863643809875e+00	-2.135931834023e+00
-7.164634734759e+01	-2.552772162000e+00	-1.904059194451e+00
-7.164643482741e+01	-2.076865774108e+00	-1.549090604988e+00
-7.164652283630e+01	-1.736425582379e+00	-1.295163408950e+00
-7.164661092457e+01	-1.461889575837e+00	-1.090392761869e+00
-7.164670367548e+01	nan	nan
-7.164679365657e+01	nan	nan
-7.164688197475e+01	nan	nan
-7.164697034045e+01	nan	nan
-7.164705874616e+01	nan	nan
-7.164714718655e+01	nan	nan
-7.164723571895e+01	nan	nan
-7.164732414157e+01	nan	nan
-7.164741260499e+01	nan	nan
-7.164750102274e+01	nan	nan
-7.164758943097e+01	nan	nan
-7.164767786626e+01	nan	nan
-7.164777001334e+01	nan	nan
-7.164785498312e+01	nan	nan
-7.164794662783e+01	nan	nan
-7.164803506519e+01	nan	nan
-7.164812531942e+01	nan	nan
-7.164821315379e+01	nan	nan
-7.164830110002e+01	nan	nan
-7.164838897870e+01	nan	nan
-7.164847836784e+01	nan	nan
-7.164857093273e+01	nan	nan
-7.164865851979e+01	nan	nan
-7.164874616168e+01	nan	nan
-7.164883379776e+01	nan	nan
-7.164892426011e+01	nan	nan
-7.164901505775e+01	nan	nan
-7.164910248137e+01	nan	nan
-7.164918985053e+01	nan	nan
-7.164927722243e+01	nan	nan
-7.164937081426e+01	nan	nan
-7.164945821098e+01	nan	nan
-7.164954547040e+01	nan	nan
