lat	depth_photon	depth_ri
-7.288053526214e+01	-2.435614732764e+00	-1.816673926131e+00
-7.288062695583e+01	-2.544986123399e+00	-1.898251751621e+00
-7.288071689897e+01	-2.298064341181e+00	-1.714077975074e+00
-7.288080508619e+01	-2.322401043778e+00	-1.732230210919e+00
-7.288089324541e+01	-2.315678615816e+00	-1.727216092948e+00
-7.288098166328e+01	-2.435044479937e+00	-1.816248586512e+00
-7.288106975256e+01	-3.087169247006e+00	-2.302654767664e+00
-7.288115799285e+01	-2.571655521123e+00	-1.918143895818e+00
-7.288124619063e+01	-2.179236632646e+00	-1.625446880470e+00
-7.288133436507e+01	-2.219551960665e+00	-1.655517237760e+00
-7.288142246902e+01	-1.879808177812e+00	-1.402109478490e+00
-7.288151053259e+01	-1.380625217718e+00	-1.029779382202e+00
-7.288159853474e+01	-1.271126067956e+00	-9.481062638591e-01
-7.288168988127e+01	-1.098106994435e+00	-8.190549671330e-01
-7.288178080057e+01	nan	nan
-7.288186844132e+01	nan	nan
-7.288195614166e+01	nan	nan
-7.288204374650e+01	nan	nan
-7.288213146208e+01	nan	nan
-7.288222436684e+01	nan	nan
-7.288231236858e+01	nan	nan
-7.288239958466e+01	-9.752357089706e-01	-7.274078533383e-01
-7.288248683128e+01	-1.184124194167e+00	-8.832133916366e-01
-7.288257892407e+01	-1.505675813527e+00	-1.123051997857e+00
-7.288266755562e+01	-1.666863022572e+00	-1.243278155122e+00
-7.288275462402e+01	-1.985446752168e+00	-1.480903074639e+00
-7.288284183724e+01	-1.772304217398e+00	-1.321924530020e+00
-7.288293531697e+01	-1.885798990240e+00	-1.406577899784e+00
-7.288302261374e+01	-1.869247180310e+00	-1.394232252040e+00
-7.288310993115e+01	-2.076687169273e+00	-1.548957387390e+00
-7.288319737791e+01	-2.255282359508e+00	-1.682167792577e+00
-7.288328905392e+01	-2.055088265213e+00	-1.532847218030e+00
-7.288337853175e+01	-2.382635380807e+00	-1.777157739097e+00
-7.288346633173e+01	-2.298276459213e+00	-1.714236189463e+00
-7.288355398426e+01	-2.648156539641e+00	-1.975204400418e+00
-7.288364183415e+01	-2.628541337634e+00	-1.960573832799e+00
-7.288372976226e+01	-2.357430494378e+00	-1.758357943148e+00
-7.288381776055e+01	-2.357987922913e+00	-1.758773717396e+00
-7.288390773574e+01	-2.366542781421e+00	-1.765154606863e+00
-7.288400022490e+01	-2.242311995690e+00	-1.672493470344e+00
-7.288408838487e+01	-2.296187264676e+00	-1.712677903093e+00
-7.288417659089e+01	-2.269271525990e+00	-1.692602018341e+00
-7.288426484348e+01	-1.595062604887e+00	-1.189723730057e+00
-7.288435310756e+01	-1.225039168958e+00	-9.137310128722e-01
-7.288444140362e+01	-1.164205925993e+00	-8.683567733221e-01
-7.288452977474e+01	-1.380215600574e+00	-1.029473857368e+00
-7.288461793981e+01	-6.806687504400e-01	-5.076965394496e-01
-7.288470631045e+01	-7.275682372838e-01	-5.426778826612e-01
-7.288479473350e+01	-9.341595168601e-01	-6.967699834863e-01
-7.288488307085e+01	-9.784911963343e-01	-7.298360530576e-01
-7.288497132634e+01	-8.223303912975e-01	-6.133589850806e-01
-7.288506585371e+01	-1.083921882081e+00	-8.084745894543e-01
-7.288515402078e+01	-1.640506008153e+00	-1.223619011079e+00
-7.288524214302e+01	-2.019268217333e+00	-1.506129795877e+00
-7.288533019517e+01	-2.717986543050e+00	-2.027289134818e+00
-7.288541817555e+01	-3.308995941942e+00	-2.468110645142e+00
-7.288550607003e+01	-3.546297325114e+00	-2.645108767893e+00
-7.288559391468e+01	-3.422433715110e+00	-2.552721500045e+00
-7.288568174643e+01	-2.911670563490e+00	-2.171753981868e+00
-7.288577564168e+01	-2.736242661830e+00	-2.040905990774e+00
-7.288586345921e+01	-2.603081549922e+00	-1.941583911331e+00
-7.288595073948e+01	-2.784439086381e+00	-2.076854692609e+00
-7.288603797017e+01	-2.662350543703e+00	-1.985791410236e+00
-7.288612752481e+01	-2.539610509565e+00	-1.894242194051e+00
-7.288621853374e+01	-2.462884961395e+00	-1.837014217494e+00
-7.288630574955e+01	-2.370320337913e+00	-1.767972206991e+00
-7.288639286620e+01	-2.407199265785e+00	-1.795479425513e+00
-7.288648227487e+01	-2.539845109231e+00	-1.894417177020e+00
-7.288657366947e+01	-2.347642989292e+00	-1.751057648461e+00
-7.288666084717e+01	-2.311231427182e+00	-1.723899028256e+00
-7.288674822892e+01	-2.665182235246e+00	-1.987903509544e+00
-7.288683567611e+01	-2.442717705520e+00	-1.821971884479e+00
-7.288692945997e+01	-2.952410397119e+00	-2.202140968986e+00
-7.288701714081e+01	-2.786311736498e+00	-2.078251463040e+00
-7.288710440054e+01	-2.645864610841e+00	-1.973494898815e+00
-7.288719257128e+01	-2.769524415388e+00	-2.065730152448e+00
-7.288728082962e+01	-2.391463096556e+00	-1.783742147055e+00
-7.288736911341e+01	-2.510736410078e+00	-1.872705609068e+00
-7.288745758904e+01	-2.468724405235e+00	-1.841369736134e+00
-7.288754587220e+01	-2.460564098677e+00	-1.835283134688e+00
-7.288763473584e+01	-2.242690233460e+00	-1.672775589960e+00
-7.288772530535e+01	-2.415938026114e+00	-1.801997483489e+00
-7.288781729544e+01	-2.417735870470e+00	-1.803338457872e+00
-7.288790318923e+01	-2.305702626475e+00	-1.719775211811e+00
-7.288799397944e+01	-2.201227858551e+00	-1.641849674462e+00
-7.288808207038e+01	-2.341301523960e+00	-1.746327682524e+00
-7.288817002139e+01	-2.268934695411e+00	-1.692350783480e+00
-7.288825787236e+01	-2.272490344958e+00	-1.695002867874e+00
-7.288834570726e+01	-2.435901488437e+00	-1.816887811171e+00
-7.288843379108e+01	-2.298744801508e+00	-1.714585516154e+00
-7.288852702285e+01	-2.687165191117e+00	-2.004300135091e+00
-7.288861417268e+01	-2.876945308020e+00	-2.145853142404e+00
-7.288870173065e+01	-2.618707199152e+00	-1.953238755241e+00
-7.288878826885e+01	-2.606823644917e+00	-1.944375061473e+00
-7.288888146550e+01	-2.823100060899e+00	-2.105691102334e+00
-7.288896840776e+01	-2.539580179681e+00	-1.894219571628e+00
-7.288905541862e+01	-2.895607148812e+00	-2.159772617895e+00
-7.288914877707e+01	-2.404983789027e+00	-1.793826947883e+00
-7.288923569539e+01	-2.604993598436e+00	-1.943010068200e+00
-7.288932275626e+01	-2.531210528802e+00	-1.887976824645e+00
-7.288940992097e+01	-2.697000206756e+00	-2.011635866903e+00
-7.288950340065e+01	-2.958405589683e+00	-2.206612657330e+00
-7.288959075309e+01	-3.013795513017e+00	-2.247926838977e+00
-7.288967812269e+01	-2.635829690682e+00	-1.966010062417e+00
-7.288976610308e+01	-2.829834866814e+00	-2.110714452759e+00
-7.288985668251e+01	-2.738545322879e+00	-2.042623497336e+00
-7.288994289463e+01	-2.620047766305e+00	-1.954238656154e+00
-7.289003620889e+01	-2.382168670346e+00	-1.776809629556e+00
-7.289012439346e+01	-2.346869196107e+00	-1.750480492360e+00
-7.289021255511e+01	-2.046059609645e+00	-1.526112933278e+00
-7.289030089282e+01	-1.694233384482e+00	-1.263693133797e+00
-7.289038924781e+01	-1.862465680710e+00	-1.389174073775e+00
-7.289047735558e+01	-2.024146796715e+00	-1.509768625878e+00
-7.289056572634e+01	-2.523139040586e+00	-1.881956470938e+00
-7.289065392596e+01	-2.954271690740e+00	-2.203529268845e+00
-7.289074218792e+01	-2.944611726193e+00	-2.196324103970e+00
-7.289083076669e+01	-3.001507463702e+00	-2.238761440816e+00
-7.289091973290e+01	-3.040959164068e+00	-2.268187636360e+00
-7.289100694490e+01	-3.144788458751e+00	-2.345631728762e+00
-7.289109497857e+01	-3.459057543750e+00	-2.580038445402e+00
-7.289118738831e+01	-3.602499380718e+00	-2.687028701960e+00
-7.289127687955e+01	-3.181232910224e+00	-2.372814880454e+00
-7.289136480418e+01	-3.099261033226e+00	-2.311673777300e+00
-7.289145254207e+01	-2.597852094484e+00	-1.937683370243e+00
-7.289154029588e+01	-2.513086123403e+00	-1.874458210937e+00
-7.289162800636e+01	-2.459827532988e+00	-1.834733745795e+00
-7.289172142084e+01	-2.140725478982e+00	-1.596722218976e+00
-7.289180957479e+01	-2.336766545163e+00	-1.742945136991e+00
-7.289189718414e+01	-2.139456048058e+00	-1.595775377085e+00
-7.289198496349e+01	-2.237996934914e+00	-1.669274957048e+00
-7.289207231219e+01	-2.089582665814e+00	-1.558575867691e+00
-7.289216332031e+01	-2.792034722567e+00	-2.082520118272e+00
-7.289225365125e+01	-2.767839328375e+00	-2.064473281401e+00
-7.289234107390e+01	-2.564678789521e+00	-1.912940098098e+00
-7.289242854706e+01	-2.319305005300e+00	-1.729920940777e+00
-7.289251602962e+01	-1.800125546564e+00	-1.342675875710e+00
-7.289260853573e+01	-1.870377030405e+00	-1.395074983520e+00
-7.289269767277e+01	-1.944000269778e+00	-1.449989013037e+00
-7.289278495767e+01	-1.295403624987e+00	-9.662143842675e-01
-7.289287257253e+01	-1.078037282098e+00	-8.040853897949e-01
-7.289296024701e+01	nan	nan
-7.289304798680e+01	nan	nan
-7.289314087360e+01	nan	nan
-7.289322988033e+01	nan	nan
-7.289331777016e+01	nan	nan
-7.289340572847e+01	nan	nan
-7.289349376559e+01	nan	nan
-7.289358196746e+01	nan	nan
-7.289367014904e+01	nan	nan
-7.289375836516e+01	nan	nan
-7.289384790461e+01	nan	nan
-7.289394056486e+01	nan	nan
-7.289402931938e+01	nan	nan
-7.289411750888e+01	nan	nan
-7.289420568076e+01	nan	nan
-7.289429373477e+01	nan	nan
-7.289438177550e+01	nan	nan
-7.289446981291e+01	nan	nan
-7.289455771087e+01	nan	nan
-7.289464553499e+01	nan	nan
-7.289473901115e+01	nan	nan
-7.289482707999e+01	nan	nan
-7.289491461879e+01	nan	nan
-7.289500210946e+01	nan	nan
-7.289508944516e+01	nan	nan
-7.289518296963e+01	nan	nan
-7.289527019388e+01	nan	nan
-7.289535737007e+01	nan	nan
-7.289544616391e+01	nan	nan
-7.289553467579e+01	nan	nan
-7.289562470057e+01	nan	nan
-7.289571167634e+01	nan	nan
-7.289580247878e+01	nan	nan
-7.289589202480e+01	nan	nan
-7.289597883803e+01	nan	nan
-7.289606614466e+01	nan	nan
-7.289615858811e+01	nan	nan
-7.289624550449e+01	nan	nan
-7.289633247715e+01	nan	nan
-7.289642351349e+01	nan	nan
-7.289651294842e+01	nan	nan
-7.289660022843e+01	nan	nan
-7.289668807233e+01	nan	nan
-7.289677523358e+01	nan	nan
-7.289686913585e+01	nan	nan
-7.289695695177e+01	nan	nan
-7.289704489610e+01	nan	nan
-7.289713262650e+01	nan	nan
-7.289722127656e+01	nan	nan
-7.289730987238e+01	nan	nan
-7.289739862522e+01	nan	nan
-7.289748746657e+01	nan	nan
-7.289757646562e+01	nan	nan
-7.289766516068e+01	nan	nan
-7.289775401095e+01	nan	nan
-7.289784280035e+01	nan	nan
-7.289793156675e+01	nan	nan
-7.289802018922e+01	nan	nan
-7.289810874753e+01	nan	nan
-7.289819715083e+01	nan	nan
-7.289828541201e+01	nan	nan
-7.289837695257e+01	nan	nan
-7.289846161896e+01	nan	nan
-7.289855241632e+01	nan	nan
-7.289864271485e+01	nan	nan
-7.289872994553e+01	nan	nan
