lat	depth_photon	depth_ri
-7.286704785542e+01	nan	nan
-7.286713554815e+01	nan	nan
-7.286722418098e+01	nan	nan
-7.286731126195e+01	nan	nan
-7.286740343775e+01	nan	nan
-7.286748927519e+01	nan	nan
-7.286758167734e+01	nan	nan
-7.286766977163e+01	nan	nan
-7.286775789191e+01	nan	nan
-7.286784498152e+01	nan	nan
-7.286793407244e+01	nan	nan
-7.286802226017e+01	nan	nan
-7.286811011332e+01	nan	nan
-7.286819810119e+01	nan	nan
-7.286828762878e+01	nan	nan
-7.286837945723e+01	nan	nan
-7.286846751937e+01	nan	nan
-7.286855484740e+01	nan	nan
-7.286864215361e+01	nan	nan
-7.286873269813e+01	nan	nan
-7.286882279940e+01	nan	nan
-7.286890998868e+01	nan	nan
-7.286899718500e+01	nan	nan
-7.286908434982e+01	nan	nan
-7.286917490034e+01	nan	nan
-7.286926498805e+01	nan	nan
-7.286935239779e+01	nan	nan
-7.286944245768e+01	nan	nan
-7.286953028124e+01	nan	nan
-7.286962064608e+01	nan	nan
-7.286970824116e+01	nan	nan
-7.286979597814e+01	nan	nan
-7.286988377234e+01	nan	nan
-7.286997790989e+01	nan	nan
-7.287006441071e+01	nan	nan
-7.287015425799e+01	nan	nan
-7.287024058455e+01	nan	nan
-7.287032979474e+01	nan	nan
-7.287041782862e+01	nan	nan
-7.287050592290e+01	nan	nan
-7.287059823685e+01	nan	nan
-7.287068582489e+01	nan	nan
-7.287077634795e+01	nan	nan
-7.287086448537e+01	nan	nan
-7.287095235928e+01	nan	nan
-7.287104023224e+01	nan	nan
-7.287112807484e+01	nan	nan
-7.287121996241e+01	nan	nan
-7.287130563012e+01	nan	nan
-7.287139403922e+01	nan	nan
-7.287148587547e+01	nan	nan
-7.287157376018e+01	nan	nan
-7.287166168411e+01	nan	nan
-7.287174963320e+01	nan	nan
-7.287183757643e+01	nan	nan
-7.287192553703e+01	nan	nan
-7.287201416247e+01	nan	nan
-7.287210454879e+01	nan	nan
-7.287219588715e+01	nan	nan
-7.287228418141e+01	nan	nan
-7.287237248857e+01	nan	nan
-7.287246053297e+01	nan	nan
-7.287254869410e+01	nan	nan
-7.287263676632e+01	nan	nan
-7.287272613995e+01	nan	nan
-7.287281275493e+01	nan	nan
-7.287290690011e+01	nan	nan
-7.287299468005e+01	nan	nan
-7.287308235886e+01	nan	nan
-7.287316994503e+01	nan	nan
-7.287325742724e+01	nan	nan
-7.287334948818e+01	nan	nan
-7.287343831638e+01	nan	nan
-7.287352519275e+01	nan	nan
-7.287361201702e+01	nan	nan
-7.287370252869e+01	nan	nan
-7.287379176439e+01	nan	nan
-7.287388210374e+01	nan	nan
-7.287397145944e+01	nan	nan
-7.287405841926e+01	nan	nan
-7.287414536639e+01	nan	nan
-7.287423760378e+01	nan	nan
-7.287432578051e+01	nan	nan
-7.287441300052e+01	nan	nan
-7.287450035343e+01	nan	nan
-7.287458981462e+01	nan	nan
-7.287468171315e+01	nan	nan
-7.287476988203e+01	nan	nan
-7.287485802665e+01	nan	nan
-7.287494630536e+01	nan	nan
-7.287503464697e+01	nan	nan
-7.287512296704e+01	nan	nan
-7.287521127707e+01	nan	nan
-7.287529961292e+01	nan	nan
-7.287538913908e+01	nan	nan
-7.287547663407e+01	nan	nan
-7.287556438251e+01	nan	nan
-7.287565249170e+01	nan	nan
-7.287574596630e+01	nan	nan
-7.287583410668e+01	nan	nan
-7.287592260367e+01	nan	nan
-7.287600988430e+01	nan	nan
-7.287609729034e+01	nan	nan
-7.287618730513e+01	nan	nan
-7.287627772578e+01	nan	nan
-7.287636480964e+01	nan	nan
-7.287645198590e+01	nan	nan
-7.287654433251e+01	nan	nan
-7.287663119896e+01	nan	nan
-7.287671974552e+01	nan	nan
-7.287680706156e+01	nan	nan
-7.287690072165e+01	nan	nan
-7.287698812171e+01	-1.169744906667e+00	-8.724881827904e-01
-7.287707525246e+01	-1.787463374888e+00	-1.333231427529e+00
-7.287716326710e+01	-2.047061456543e+00	-1.526860189858e+00
-7.287725136833e+01	-2.331475512027e+00	-1.738998666388e+00
-7.287733955376e+01	-2.166067810217e+00	-1.615624532123e+00
-7.287742780293e+01	-2.421423794643e+00	-1.806089203135e+00
-7.287751647264e+01	-2.578999712987e+00	-1.923621774437e+00
-7.287760857236e+01	-2.710498886863e+00	-2.021704249170e+00
-7.287769898027e+01	-2.139048782262e+00	-1.595471606073e+00
-7.287778727053e+01	-2.730571637932e+00	-2.036676093035e+00
-7.287787553378e+01	-2.849083560408e+00	-2.125071649443e+00
-7.287796373804e+01	-2.631366522338e+00	-1.962681078793e+00
-7.287805204794e+01	-2.606805847709e+00	-1.944361786909e+00
-7.287813996765e+01	-2.875497544680e+00	-2.144773286104e+00
-7.287822811590e+01	-1.918450642917e+00	-1.430932082432e+00
-7.287831603268e+01	-1.673350387797e+00	-1.248116944728e+00
-7.287840445634e+01	-1.600050385716e+00	-1.193444011126e+00
-7.287849653090e+01	-1.346180154480e+00	-1.004087532245e+00
-7.287858482606e+01	-1.218124968628e+00	-9.085738559173e-01
-7.287867216516e+01	-1.622263291254e+00	-1.210012151305e+00
-7.287875925302e+01	-2.066098229172e+00	-1.541059319141e+00
-7.287885270949e+01	-2.448057372339e+00	-1.825954629924e+00
-7.287893997654e+01	-2.515901629696e+00	-1.876558238007e+00
-7.287902703455e+01	-2.906301527479e+00	-2.167749330558e+00
-7.287911426817e+01	-3.018100455635e+00	-2.251137805352e+00
-7.287920729844e+01	-2.980458818109e+00	-2.223061697702e+00
-7.287929442137e+01	-2.959186854349e+00	-2.207195386252e+00
-7.287938166254e+01	-2.609540908599e+00	-1.946401811441e+00
-7.287946893806e+01	-2.362983576517e+00	-1.762499870603e+00
-7.287956249875e+01	-2.446597647451e+00	-1.824865851757e+00
-7.287964962450e+01	-2.515976869254e+00	-1.876614357614e+00
-7.287973719501e+01	-2.550227491196e+00	-1.902161177889e+00
-7.287982606723e+01	-2.847701718545e+00	-2.124040962590e+00
-7.287991695333e+01	-3.314795829516e+00	-2.472436659592e+00
-7.288000537591e+01	-3.698969872765e+00	-2.758984017875e+00
-7.288009076878e+01	-3.361323424055e+00	-2.507140616137e+00
-7.288018235705e+01	-3.234510891370e+00	-2.412553808735e+00
-7.288027340985e+01	-3.321422091608e+00	-2.477379049457e+00
-7.288035919691e+01	-3.074036282030e+00	-2.292859164638e+00
-7.288044633666e+01	-2.665237285589e+00	-1.987944570440e+00
