Latitude (deg),Sea Floor (m),Sea Floor + Refraction (m),Mean Sea Level (m),Sea Floor Depth (m),Sea Floor + Refraction Depth (m),Refraction Depth % Decrease
-72.87685701,208.8930206,209.0515632,209.5168,0.62377937,0.465236784,-25.41645226
-72.87685701,208.8065643,208.9870794,209.5168,0.710235669,0.529720552,-25.41622797
-72.87685703,208.4038391,208.6867053,209.5168,1.112960889,0.830094729,-25.41564242
-72.87685698,209.3101807,209.3627037,209.5168,0.206619336,0.154096345,-25.42017223
-72.87686325,208.8031769,208.9845529,209.5168,0.71362312,0.532247096,-25.41622029
-72.87686325,208.7663422,208.9570796,209.5168,0.750457837,0.559720413,-25.41614124
-72.87686322,209.3755493,209.4114591,209.5168,0.141250684,0.10534088,-25.42274646
-72.87686326,208.7210083,208.9232671,209.5168,0.795791699,0.593532851,-25.416054
-72.87686325,208.9218292,209.0730502,209.5168,0.594970776,0.443749782,-25.41654147
-72.87686948,209.1230469,209.2231292,209.5168,0.393753125,0.293670812,-25.41752863
-72.87686947,209.2801971,209.3403403,209.5168,0.236602856,0.176459671,-25.41946733
-72.87688197,208.9371033,209.0844424,209.5168,0.579696729,0.432357574,-25.41659238
-72.87688198,208.7198944,208.9224363,209.5168,0.796905591,0.594363652,-25.41605199
-72.87688199,208.6498413,208.870187,209.5168,0.866958691,0.64661303,-25.41593545
-72.87688821,208.9505768,209.0944917,209.5168,0.566223218,0.422308303,-25.41663956
-72.87688823,208.658493,208.8766399,209.5168,0.858306958,0.640160101,-25.41594882
-72.87688825,208.2809448,208.5950441,209.5168,1.235855176,0.921755912,-25.41553974
-72.87690073,208.4413452,208.7146793,209.5168,1.075454785,0.802120655,-25.41567845
-72.87690072,208.5977478,208.8313328,209.5168,0.919052197,0.685467175,-25.41586032
-72.87691322,208.3296509,208.6313717,209.5168,1.187149121,0.885428311,-25.41557791
-72.87691947,208.2310333,208.5578174,209.5168,1.285766675,0.958982599,-25.41550366
-72.87693197,208.1246796,208.478493,209.5168,1.392120435,1.038306965,-25.41543537
-72.87693194,208.7192535,208.9219584,209.5168,0.79754646,0.594841646,-25.41605085
-72.87693822,208.098465,208.4589408,209.5168,1.418335034,1.057859227,-25.41542011
-72.87694443,208.7228394,208.9246328,209.5168,0.793960645,0.592167152,-25.41605736
-72.87694443,208.6309357,208.8560861,209.5168,0.885864331,0.660713875,-25.41590718
-72.87694445,208.2835846,208.597013,209.5168,1.233215405,0.919787029,-25.41554176
-72.8769507,208.1971893,208.5325747,209.5168,1.319610669,0.984225273,-25.41548074
-72.87695069,208.489563,208.7506428,209.5168,1.027237012,0.76615724,-25.41572863
-72.8769507,208.3500824,208.6466106,209.5168,1.166717603,0.870189383,-25.41559488
-72.87695695,208.1914215,208.5282728,209.5168,1.325378491,0.988527226,-25.41547696
-72.87695695,208.2960205,208.6062883,209.5168,1.220779492,0.910511655,-25.41555126
-72.87695695,208.3014526,208.6103399,209.5168,1.215347363,0.90646008,-25.41555546
-72.87695693,208.5989227,208.8322091,209.5168,0.917877271,0.684590851,-25.41586194
-72.87695697,207.899826,208.3107852,209.5168,1.61697395,1.206014837,-25.41532058
-72.87695696,208.1200409,208.4750333,209.5168,1.396759106,1.041766737,-25.41543264
-72.87696945,208.2447052,208.5680146,209.5168,1.2720948,0.948785377,-25.41551328
-72.87696948,207.6865387,208.151704,209.5168,1.830261304,1.365096042,-25.41523775
-72.87698819,208.2996063,208.6089628,209.5168,1.217193677,0.90783716,-25.41555404
-72.87699443,208.4449921,208.7173994,209.5168,1.071807935,0.799400637,-25.41568213
-72.87700069,208.3695068,208.6610984,209.5168,1.147293164,0.85570159,-25.41561158
-72.87700695,208.1918488,208.5285914,209.5168,1.324951245,0.988208563,-25.41547726
-72.87700697,207.7525024,208.2009033,209.5168,1.764297559,1.315896725,-25.41526125
-72.87700693,208.4448853,208.7173197,209.5168,1.071914746,0.799480303,-25.41568202
-72.87700695,208.2314911,208.5581588,209.5168,1.285308911,0.958641173,-25.41550401
-72.87701319,208.3426056,208.641034,209.5168,1.174194409,0.875765988,-25.41558863
-72.8770132,208.2665863,208.5843347,209.5168,1.250213696,0.93246527,-25.41552911
-72.87701949,207.55513,208.0536923,209.5168,1.961669995,1.463107727,-25.41519571
-72.87701947,207.9652405,208.3595748,209.5168,1.551559521,1.15722523,-25.41535057
-72.87703194,208.5507355,208.7962685,209.5168,0.966064526,0.720531503,-25.41579952
-72.87703195,208.2973633,208.6072899,209.5168,1.219436719,0.909510141,-25.41555232
-72.87704448,207.9073029,208.3163618,209.5168,1.609497144,1.200438231,-25.41532392
-72.8770445,207.5658875,208.0617158,209.5168,1.950912549,1.455084243,-25.41519895
-72.877057,207.6570587,208.1297162,209.5168,1.859741284,1.3870838,-25.41522784
-72.87705698,208.0786591,208.4441685,209.5168,1.438140942,1.07263154,-25.41540901
-72.87706322,208.2909241,208.6024871,209.5168,1.225875928,0.91431285,-25.41554739
-72.87706905,207.8392029,208.2655691,209.5168,1.677597119,1.251230863,-25.41529495
-72.87706906,207.7172546,208.1746136,209.5168,1.799545361,1.342186435,-25.41524852
-72.87708792,207.5585785,208.0562643,209.5168,1.958221509,1.460535659,-25.41519678
-72.87709418,208.0592194,208.4296693,209.5168,1.45758064,1.087130713,-25.41539838
-72.87709421,207.5372162,208.0403312,209.5168,1.979583813,1.476468817,-25.41519045
-72.87710678,207.5867615,208.0772847,209.5168,1.930038525,1.439515271,-25.41520536
-72.87711306,207.563324,208.0598038,209.5168,1.953476025,1.456996221,-25.41519822
-72.87711934,207.8200836,208.251309,209.5168,1.696716382,1.265491039,-25.41528726
-72.87713192,207.6800232,208.1468443,209.5168,1.836776807,1.369955654,-25.41523562
-72.87713822,207.5702515,208.0649707,209.5168,1.946548535,1.451829325,-25.41520033
-72.87718852,207.8628998,208.2832436,209.5168,1.65390022,1.233556437,-25.41530484
-72.87719484,207.5266724,208.032467,209.5168,1.990127637,1.484332968,-25.41518744
-72.87732077,207.5296021,208.0346522,209.5168,1.987197949,1.482147847,-25.41518837
-72.87732075,207.8865204,208.3008611,209.5168,1.630279614,1.215938915,-25.41531499
-72.87733337,207.5335236,208.037577,209.5168,1.98327644,1.479222974,-25.41518952
-72.87733967,207.5491791,208.0492538,209.5168,1.967620923,1.467546245,-25.41519414
-72.87739008,207.6609344,208.1326069,209.5168,1.855865552,1.384193066,-25.41522934
-72.87743423,207.2026215,207.7907724,209.5168,2.31417854,1.726027594,-25.41510672
-72.87744053,207.3295898,207.8854723,209.5168,2.187210156,1.63132773,-25.41513556
-72.87747835,207.4147949,207.9490228,209.5168,2.102005078,1.56777719,-25.41515688
-72.87749729,207.1524811,207.753375,209.5168,2.364318921,1.763424992,-25.41509623
-72.87752252,207.0430908,207.6717859,209.5168,2.47370918,1.845014143,-25.41507475
-72.87752252,207.0846405,207.7027759,209.5168,2.432159497,1.81402415,-25.41508269
-72.87754774,207.1196899,207.7289176,209.5168,2.397110059,1.787882389,-25.41508961
-72.87755403,207.390274,207.9307338,209.5168,2.126525952,1.586066178,-25.41515062
-72.87756035,207.2846222,207.851933,209.5168,2.232177808,1.664867027,-25.41512504
-72.87756666,207.1407166,207.7446004,209.5168,2.376083447,1.772199609,-25.41509387
-72.87757926,207.5030975,208.0148837,209.5168,2.013702466,1.501916341,-25.41518092
-72.87761082,207.1103821,207.7219753,209.5168,2.40641792,1.794824693,-25.41508779
-72.87761081,207.142334,207.7458068,209.5168,2.374466016,1.770993241,-25.41509422
-72.87764236,207.0715637,207.6930225,209.5168,2.445236279,1.823777517,-25.41508023
-72.87765496,207.308136,207.8694708,209.5168,2.208664014,1.64732917,-25.41513058
-72.87766128,207.0451813,207.673345,209.5168,2.471618726,1.843454967,-25.41507523
-72.87766125,207.5044861,208.0159193,209.5168,2.012313916,1.500880685,-25.41518136
-72.87766124,207.7354431,208.1881795,209.5168,1.781356885,1.328620483,-25.41525541
-72.87766757,207.4086304,207.944425,209.5168,2.108169629,1.572375042,-25.4151554
-72.87767389,207.0372162,207.6674042,209.5168,2.479583813,1.849395759,-25.41507374
-72.87767389,207.1267395,207.7341756,209.5168,2.390060498,1.782624445,-25.4150911
-72.8776928,207.2319946,207.8126805,209.5168,2.284805371,1.704119498,-25.41511327
-72.87769279,207.3826752,207.9250662,209.5168,2.134124829,1.591733829,-25.41514878
-72.87769279,207.4281311,207.9589697,209.5168,2.088668896,1.557830344,-25.4151605
-72.87769911,207.1657867,207.7632991,209.5168,2.351013257,1.753500908,-25.4150991
-72.87769909,207.6011353,208.0880055,209.5168,1.915664746,1.428794524,-25.4152102
-72.87770543,206.9961853,207.6368012,209.5168,2.520614697,1.879998803,-25.41506621
-72.8777117,207.6085205,208.0935138,209.5168,1.908279492,1.423286204,-25.41521253
-72.87771804,207.0004883,207.6400106,209.5168,2.516311719,1.876789409,-25.415067
-72.87772436,206.8918152,207.5589563,209.5168,2.624984814,1.957843661,-25.4150481
-72.87773064,207.315567,207.8750133,209.5168,2.201232983,1.641786707,-25.41513239
-72.87774327,206.9264832,207.5848136,209.5168,2.590316846,1.931986421,-25.41505397
-72.87776218,207.2290039,207.8104499,209.5168,2.287796094,1.706350139,-25.41511265
-72.87776219,206.9603729,207.6100904,209.5168,2.556427075,1.906709604,-25.41505986
-72.8777685,206.8845978,207.5535732,209.5168,2.632202222,1.963226792,-25.41504692
-72.87786938,206.766861,207.4657587,209.5168,2.749939038,2.051041254,-25.41502829
-72.87788196,207.1520996,207.7530905,209.5168,2.364700391,1.763709507,-25.41509638
-72.87790717,207.060257,207.6845893,209.5168,2.456543042,1.832210706,-25.41507823
-72.87791349,206.7231293,207.4331413,209.5168,2.793670728,2.083658704,-25.41502177
-72.87795759,206.8322449,207.5145256,209.5168,2.684555127,2.002274408,-25.41503851
-72.87796387,207.0927582,207.7088305,209.5168,2.424041821,1.807969543,-25.41508453
-72.87796388,206.9949951,207.6359135,209.5168,2.521804883,1.880886504,-25.41506615
-72.87797647,207.0205688,207.6549878,209.5168,2.496231152,1.861812237,-25.41507082
-72.87800168,206.7543335,207.4564151,209.5168,2.762466504,2.060384911,-25.41502646
-72.87800797,206.9303589,207.5877043,209.5168,2.586441113,1.929095688,-25.41505477
-72.87800798,206.7505035,207.4535585,209.5168,2.76629646,2.063241499,-25.41502588
-72.87802055,207.0231018,207.656877,209.5168,2.493698193,1.859923019,-25.41507131
-72.87802056,206.877655,207.5483949,209.5168,2.639144971,1.968405065,-25.41504591
-72.87802056,206.8790894,207.5494647,209.5168,2.637710645,1.967335267,-25.41504614
-72.87803316,206.704361,207.4191429,209.5168,2.812439038,2.09765712,-25.41501908
-72.87803945,206.8963318,207.5623251,209.5168,2.620468213,1.954474932,-25.41504902
-72.87803944,206.9723663,207.6190357,209.5168,2.544433667,1.89776427,-25.41506212
-72.87803945,206.8102417,207.4981144,209.5168,2.706558301,2.01868556,-25.41503507
-72.87810237,206.9540405,207.6053674,209.5168,2.562759473,1.911432643,-25.41505892
-72.87814011,206.9905853,207.6326244,209.5168,2.526214673,1.884175561,-25.41506542
-72.87817151,207.6404724,208.1173453,209.5168,1.876327588,1.399454747,-25.41522301
-72.87817155,206.956955,207.6075411,209.5168,2.559845044,1.909258904,-25.41505946
-72.87819669,206.9254761,207.5840624,209.5168,2.591323926,1.93273755,-25.41505401
-72.87820296,207.1710815,207.7672482,209.5168,2.345718457,1.749551755,-25.41510046
-72.87820923,207.520401,208.0277895,209.5168,1.996398999,1.489010476,-25.41518619
-72.87821554,206.980545,207.6251359,209.5168,2.536254956,1.891664145,-25.41506365
-72.87821552,207.4286804,207.9593794,209.5168,2.08811958,1.557420629,-25.41516091
-72.87821551,207.6277924,208.1078878,209.5168,1.889007642,1.408912214,-25.41521892
-72.87822181,207.2592163,207.8329839,209.5168,2.257583691,1.683816096,-25.41511959
-72.87822181,207.1824188,207.7757042,209.5168,2.334381177,1.7410958,-25.41510284
-72.87822808,207.5483856,208.048662,209.5168,1.96841438,1.468138039,-25.41519438
-72.87823436,207.4857788,208.0019664,209.5168,2.031021191,1.514833573,-25.41517639
-72.87824692,207.6338043,208.1123718,209.5168,1.882995679,1.404428168,-25.41522088
-72.87824692,207.6019135,208.0885859,209.5168,1.914886548,1.428214097,-25.41521071
-72.8782469,207.8272095,208.2566238,209.5168,1.689590527,1.260176182,-25.41529074
-72.87824692,207.583374,208.0747582,209.5168,1.933425977,1.442041802,-25.41520496
-72.87824691,207.666153,208.1364992,209.5168,1.850647046,1.380300814,-25.41523155
-72.87825319,207.6872101,208.1522047,209.5168,1.829589917,1.364595272,-25.4152387
-72.87825319,207.819046,208.2505351,209.5168,1.697753979,1.266264925,-25.41528748
-72.87825948,207.6185303,208.1009796,209.5168,1.898269727,1.415820376,-25.41521597
-72.87825948,207.5854645,208.0763174,209.5168,1.931335522,1.440482629,-25.4152056
-72.87826576,207.5056915,208.0168184,209.5168,2.011108472,1.499981593,-25.415182
-72.87826575,207.7500458,208.199071,209.5168,1.766754224,1.317729026,-25.41526104
-72.87826575,207.7874603,208.2269768,209.5168,1.729339673,1.289823237,-25.41527512
-72.87826578,207.274231,207.8441826,209.5168,2.242569043,1.672617362,-25.41512302
-72.87827203,207.6583099,208.1306494,209.5168,1.858490063,1.386150559,-25.41522893
-72.87827204,207.6190186,208.1013438,209.5168,1.897781445,1.415456189,-25.41521613
-72.87827205,207.3638458,207.9110222,209.5168,2.152954175,1.605777763,-25.41514435
-72.87827204,207.5439148,208.0453274,209.5168,1.972885205,1.471472621,-25.41519308
-72.87827205,207.2954559,207.8600134,209.5168,2.221344067,1.656786631,-25.41512792
-72.87827833,207.3439636,207.896193,209.5168,2.172836377,1.620606981,-25.41513947
-72.8782783,207.8145752,208.2472005,209.5168,1.702224805,1.269599507,-25.41528571
-72.87827834,207.219635,207.803462,209.5168,2.29716499,1.713337962,-25.41511084
-72.87827831,207.6876373,208.1525234,209.5168,1.829162671,1.364276609,-25.41523885
-72.87827831,207.73526,208.188043,209.5168,1.78153999,1.328757047,-25.41525565
-72.8782846,207.5381775,208.0410482,209.5168,1.97862251,1.475751812,-25.41519139
-72.87828459,207.6744843,208.1427131,209.5168,1.842315747,1.374086882,-25.41523437
-72.87829087,207.6448975,208.1206457,209.5168,1.871902539,1.396154306,-25.41522451
-72.87829087,207.7240906,208.1797122,209.5168,1.792709424,1.337087813,-25.41525163
-72.87829087,207.6029968,208.0893939,209.5168,1.913803174,1.427406058,-25.41521107
-72.87829086,207.8830719,208.298289,209.5168,1.633728101,1.218510974,-25.41531402
-72.87829713,207.8674927,208.2866692,209.5168,1.649307324,1.230130798,-25.41530737
-72.87829714,207.7618103,208.2078456,209.5168,1.754989697,1.308954408,-25.41526541
-72.87829714,207.7491455,208.1983995,209.5168,1.767654492,1.318400494,-25.41526072
-72.87830341,207.910675,208.3188769,209.5168,1.606124951,1.197923057,-25.41532611
-72.87830346,207.083252,207.7017402,209.5168,2.433548047,1.815059796,-25.41508281
-72.87830342,207.6607361,208.132459,209.5168,1.856063916,1.384341007,-25.41522975
-72.87830969,207.9075012,208.3165097,209.5168,1.609298779,1.200290269,-25.4153247
-72.87830971,207.4858398,208.002012,209.5168,2.030960156,1.514788049,-25.41517643
-72.87830971,207.4800262,207.9976759,209.5168,2.036773755,1.519124145,-25.41517481
-72.87831597,207.7986908,208.2353531,209.5168,1.718109204,1.281446948,-25.41527947
-72.87831597,207.803772,208.2391429,209.5168,1.713028027,1.277657133,-25.41528146
-72.87831596,207.8465729,208.2710661,209.5168,1.670227124,1.245733912,-25.41529865
-72.87831597,207.7734375,208.2165178,209.5168,1.7433625,1.300282217,-25.41526978
-72.87832224,207.8222656,208.2529364,209.5168,1.694534375,1.26386357,-25.41528878
-72.87832223,208.007843,208.3913501,209.5168,1.508956982,1.125449949,-25.41537219
-72.87832224,207.7681274,208.2125573,209.5168,1.748672559,1.304242745,-25.41526778
-72.87832223,208.0504303,208.4231139,209.5168,1.466369702,1.09368606,-25.41539431
-72.87832225,207.6954803,208.1583731,209.5168,1.821319653,1.358426864,-25.41524157
-72.87832885,207.9042358,208.3140742,209.5168,1.61256416,1.202725766,-25.41532326
-72.87832885,207.9414215,208.3418093,209.5168,1.575378491,1.17499069,-25.41534008
-72.87832884,208.0022125,208.3871505,209.5168,1.514587476,1.129649474,-25.41536936
-72.87832885,207.8378601,208.2645676,209.5168,1.678939893,1.252232365,-25.41529508
-72.87833509,208.0715332,208.4388536,209.5168,1.445266797,1.077946376,-25.41540576
-72.87833512,207.6618195,208.133267,209.5168,1.854980542,1.383532969,-25.41523012
-72.87833512,207.6617279,208.1331987,209.5168,1.855072095,1.383601254,-25.41523009
-72.87834137,207.6378326,208.1153764,209.5168,1.878967358,1.401423629,-25.41522221
-72.87834762,207.7343445,208.1873601,209.5168,1.782455518,1.329439897,-25.41525533
-72.87834762,207.6597748,208.131742,209.5168,1.85702522,1.385057999,-25.41522944
-72.87835391,207.1427307,207.7461027,209.5168,2.374069287,1.770697331,-25.41509465
-72.87835387,207.8000031,208.2363318,209.5168,1.716796948,1.280468197,-25.41527999
-72.87835387,207.8447876,208.2697345,209.5168,1.672012402,1.247065469,-25.41529792
-72.87835388,207.6278687,208.1079447,209.5168,1.888931348,1.408855309,-25.41521899
-72.87836012,207.7626801,208.2084943,209.5168,1.754119946,1.3083057,-25.41526575
-72.87836012,207.8384705,208.2650229,209.5168,1.678329541,1.251777131,-25.41529534
-72.87836636,207.96698,208.3608722,209.5168,1.54982002,1.155927804,-25.41535212
-72.87837265,207.2663422,207.8382988,209.5168,2.250457837,1.678501249,-25.41512125
-72.87837264,207.4809113,207.9983359,209.5168,2.035888745,1.518464056,-25.41517507
-72.87837263,207.6150208,208.098362,209.5168,1.901779248,1.418437966,-25.41521488
-72.87837261,208.0968323,208.457723,209.5168,1.419967725,1.059076964,-25.41541994
-72.87837888,207.6806183,208.1472882,209.5168,1.836181714,1.369511789,-25.41523647
-72.87837889,207.5849762,208.0759532,209.5168,1.931823804,1.440846814,-25.41520548
-72.8783789,207.3554993,207.9047969,209.5168,2.161300732,1.612003075,-25.41514231
-72.87838512,207.8116913,208.2450495,209.5168,1.705108716,1.271750483,-25.41528459
-72.87838513,207.7755432,208.2180883,209.5168,1.741256787,1.298711663,-25.41527059
-72.87838512,207.958725,208.3547152,209.5168,1.558075024,1.162084832,-25.4153482
-72.87841011,207.9388885,208.3399201,209.5168,1.57791145,1.176879907,-25.41533893
-72.87841012,207.8209534,208.2519577,209.5168,1.695846631,1.264842321,-25.41528827
-72.8784101,208.0770874,208.4429962,209.5168,1.439712598,1.073803755,-25.41540885
-72.87841637,207.7736969,208.2167113,209.5168,1.743103101,1.300088743,-25.4152699
-72.87841636,207.9993591,208.3850223,209.5168,1.517440869,1.131777689,-25.41536796
-72.87841636,207.9408875,208.341411,209.5168,1.575912549,1.175389019,-25.41533985
-72.87842261,207.8603058,208.2813088,209.5168,1.656494214,1.235491167,-25.41530438
-72.8784226,207.987381,208.3760884,209.5168,1.529419019,1.140711638,-25.41536202
-72.87842885,207.9689178,208.3623176,209.5168,1.547882153,1.154482439,-25.41535306
-72.87842886,207.7953491,208.2328607,209.5168,1.721450879,1.283939349,-25.4152782
-72.8784351,207.9227905,208.3279133,209.5168,1.594009473,1.18888668,-25.41533158
-72.87843511,207.8127747,208.2458576,209.5168,1.704025342,1.270942444,-25.41528503
-72.87843511,207.8101807,208.2439228,209.5168,1.706619336,1.272877185,-25.415284
-72.87844135,207.8288116,208.2578188,209.5168,1.687988354,1.258981195,-25.41529144
-72.87844759,207.982605,208.3725262,209.5168,1.53419502,1.144273837,-25.41535969
-72.87845382,208.1836243,208.5224572,209.5168,1.333175732,0.994342819,-25.41547265
-72.87847257,207.9295197,208.3329323,209.5168,1.587280347,1.183867735,-25.41533464
-72.87847256,208.0131378,208.3952992,209.5168,1.503662183,1.121500802,-25.4153749
-72.87847257,207.9082031,208.3170332,209.5168,1.608596875,1.199766751,-25.41532504
-72.8784788,208.1105499,208.4679544,209.5168,1.406250073,1.0488456,-25.41542785
-72.87849128,208.1717834,208.5136257,209.5168,1.345016553,1.003174341,-25.41546506
-72.8784913,207.8669434,208.2862595,209.5168,1.649856641,1.230540507,-25.41530717
-72.87849129,207.9591675,208.3550452,209.5168,1.55763252,1.161754788,-25.41534842
-72.87849129,208.0447235,208.4188575,209.5168,1.472076489,1.097942489,-25.4153913
-72.87849754,207.9390869,208.340068,209.5168,1.577713086,1.176731956,-25.41533903
-72.87849751,208.3437195,208.6418648,209.5168,1.173080518,0.874935179,-25.4155903
-72.87849753,208.1283264,208.4812131,209.5168,1.388473584,1.035586937,-25.41543831
-72.87850376,208.1861572,208.5243464,209.5168,1.330642773,0.992453601,-25.41547429
-72.87850376,208.1813202,208.5207387,209.5168,1.33547981,0.996061324,-25.41547116
-72.87850377,208.1028748,208.4622298,209.5168,1.413925244,1.054570157,-25.41542341
-72.87851001,208.0102844,208.393171,209.5168,1.506515576,1.123629016,-25.41537346
-72.87851001,208.1253204,208.478971,209.5168,1.391479565,1.03782896,-25.41543653
-72.87850999,208.3978271,208.6822212,209.5168,1.118972852,0.834578766,-25.41563768
-72.87851001,208.1611023,208.5056591,209.5168,1.355697705,1.01114092,-25.41545833
-72.87851626,207.9238129,208.3286758,209.5168,1.592987134,1.188124164,-25.41533204
-72.87851625,208.0435028,208.417947,209.5168,1.473297192,1.098852955,-25.41539066
-72.87851625,208.0047913,208.3890739,209.5168,1.51200874,1.127726114,-25.41537068
-72.87851624,208.1838684,208.5226393,209.5168,1.332931592,0.994160726,-25.41547281
-72.87852249,208.039444,208.4149197,209.5168,1.47735603,1.101880255,-25.41538851
-72.87852248,208.2248993,208.5532423,209.5168,1.291900708,0.963557681,-25.41550019
-72.87852248,208.2979889,208.6077565,209.5168,1.218811108,0.909043519,-25.41555354
-72.87852249,208.1347504,208.4860044,209.5168,1.382049634,1.030795608,-25.41544216
-72.87853497,207.9732056,208.3655156,209.5168,1.543594434,1.151284427,-25.41535513
-72.87854121,207.9362183,208.3379284,209.5168,1.580581738,1.178871552,-25.41533771
-72.87854119,208.2928314,208.6039098,209.5168,1.223968579,0.912890238,-25.41554957
-72.87854744,208.1627502,208.5068882,209.5168,1.354049756,1.00991179,-25.41545936
-72.87855367,208.2793427,208.5938491,209.5168,1.237457349,0.922950889,-25.41553933
-72.87855367,208.202301,208.5363873,209.5168,1.314498975,0.980412686,-25.4154849
-72.87855367,208.278595,208.5932914,209.5168,1.238205029,0.92350855,-25.41553877
-72.87855991,208.189209,208.5266226,209.5168,1.327591016,0.990177436,-25.41547627
-72.87855992,208.1347198,208.4859816,209.5168,1.382080151,1.03081837,-25.41544214
-72.87855992,208.0832825,208.4476169,209.5168,1.433517529,1.069183139,-25.4154123
-72.87856615,208.1363831,208.4872221,209.5168,1.380416943,1.02957786,-25.41544314
-72.87857238,208.2890167,208.6010646,209.5168,1.227783276,0.915735445,-25.41554665
-72.87857238,208.2584076,208.5782346,209.5168,1.258392407,0.938565384,-25.41552388
-72.87857238,208.3418884,208.6404991,209.5168,1.174911572,0.876300879,-25.41558877
-72.87857239,208.1861115,208.5243123,209.5168,1.33068855,0.992487744,-25.41547426
-72.87857239,208.2047882,208.5382424,209.5168,1.312011792,0.978557611,-25.41548655
-72.87857242,207.6576385,208.1301487,209.5168,1.85916145,1.386651315,-25.41522875
-72.87857239,208.215271,208.546061,209.5168,1.301529004,0.970738983,-25.41549361
-72.87857863,208.0261078,208.4049729,209.5168,1.490692212,1.111827098,-25.41538155
-72.87857862,208.2435303,208.5671383,209.5168,1.273269727,0.949661691,-25.41551321
-72.87857862,208.2971344,208.6071192,209.5168,1.219665601,0.909680845,-25.41555288
-72.87857864,207.9605713,208.3560922,209.5168,1.556228711,1.160707751,-25.41534908
-72.87858485,208.3617706,208.6553283,209.5168,1.15502937,0.861471661,-25.41560561
-72.87858487,208.0110168,208.3937173,209.5168,1.505783154,1.123082737,-25.41537383
-72.87858485,208.283493,208.5969447,209.5168,1.233306958,0.919855304,-25.41554246
-72.87858485,208.3645172,208.6573769,209.5168,1.152282788,0.859423112,-25.41560798
-72.87859109,208.2865906,208.599255,209.5168,1.230209424,0.917544997,-25.4155448
-72.87859109,208.3675842,208.6596644,209.5168,1.149215771,0.857135566,-25.41561065
-72.87859108,208.4044647,208.6871719,209.5168,1.112335278,0.829628106,-25.4156438
-72.87859734,208.1035004,208.4626965,209.5168,1.413299634,1.054103543,-25.41542377
-72.87860358,207.8693848,208.2880804,209.5168,1.647415234,1.228719575,-25.41530821
