Latitude (deg),Sea Floor (m),Sea Floor + Refraction (m),Mean Sea Level (m),Sea Floor Depth (m),Sea Floor + Refraction Depth (m),Refraction Depth % Decrease
-71.86744728,94.44753265,94.5931952,95.0207,0.573167346,0.427504801,-25.41361537
-71.86744728,94.50991821,94.63972573,95.0207,0.510781787,0.380974274,-25.41349676
-71.86744728,94.4662323,94.60714241,95.0207,0.5544677,0.413557593,-25.41358262
-71.86744728,94.49980927,94.63218593,95.0207,0.520890735,0.388514075,-25.41351791
-71.86744727,94.53653717,94.65957959,95.0207,0.48416283,0.361120415,-25.41343685
-71.86744728,94.47811127,94.61600238,95.0207,0.542588733,0.404697616,-25.41356064
-71.86744728,94.4405899,94.58801692,95.0207,0.580110095,0.432683079,-25.41362699
-71.86744728,94.45430756,94.59824829,95.0207,0.566392444,0.422451712,-25.41360375
-71.86745359,94.42768097,94.57838874,95.0207,0.593019031,0.442311262,-25.41364788
-71.86745995,93.54360199,93.91899477,95.0207,1.47709801,1.101705225,-25.41420964
-71.86745991,94.41360474,94.56788992,95.0207,0.607095264,0.452810079,-25.41366964
-71.8674599,94.47885895,94.61656004,95.0207,0.541841052,0.404139955,-25.41355923
-71.8674599,94.45474243,94.59857264,95.0207,0.565957568,0.422127359,-25.413603
-71.8674599,94.47906494,94.61671369,95.0207,0.541635059,0.403986314,-25.41355884
-71.86745991,94.39749146,94.55587176,95.0207,0.623208545,0.464828236,-25.41369335
-71.86745997,93.3502655,93.77479396,95.0207,1.670434497,1.245906044,-25.41425325
-71.86746621,94.52773285,94.65301285,95.0207,0.492967151,0.367687154,-25.41345739
-71.86746621,94.54263306,94.66412623,95.0207,0.478066943,0.356573773,-25.4134222
-71.86746626,93.65370178,94.00111316,95.0207,1.366998218,1.01958684,-25.41417929
-71.86746622,94.46419525,94.60562307,95.0207,0.556504749,0.415076934,-25.4135863
-71.86747254,94.37133789,94.53636502,95.0207,0.649362109,0.484334981,-25.41372932
-71.86747886,94.26980591,94.46063697,95.0207,0.750894092,0.56006303,-25.41384522
-71.86747888,93.76528931,94.08434118,95.0207,1.255410693,0.936358823,-25.41414311
-71.86748522,93.45232391,93.85091464,95.0207,1.568376086,1.169785356,-25.41423158
-71.86748516,94.41418457,94.56832239,95.0207,0.60651543,0.452377607,-25.41366878
-71.86748517,94.20870209,94.41506243,95.0207,0.811997913,0.605637567,-25.413901
-71.86749782,93.87158203,94.16362005,95.0207,1.149117969,0.857079955,-25.4141021
-71.86749785,93.4324646,93.83610249,95.0207,1.5882354,1.184597507,-25.41423602
-71.86751048,93.48846436,93.87787014,95.0207,1.532235645,1.142829858,-25.41422322
-71.86751679,93.59899902,93.96031288,95.0207,1.421700977,1.060387118,-25.41419498
-71.86753577,93.18660736,93.65272885,95.0207,1.834092639,1.367971145,-25.41428301
-71.86753577,93.22708893,93.6829222,95.0207,1.793611072,1.337777801,-25.41427617
-71.86754208,93.38706207,93.80223883,95.0207,1.633637927,1.218461169,-25.41424578
-71.8675737,93.07329559,93.5682148,95.0207,1.947404407,1.452485195,-25.41430069
-71.86757999,93.60089111,93.96172411,95.0207,1.419808887,1.058975895,-25.41419448
-71.86761165,92.88214874,93.42564714,95.0207,2.138551257,1.595052864,-25.41432625
-71.86761797,92.97060394,93.49162181,95.0207,2.050096057,1.529078187,-25.41431502
-71.8676243,92.94363403,93.47150619,95.0207,2.077065967,1.549193806,-25.41431855
-71.86763696,92.7649231,93.3382139,95.0207,2.255776904,1.682486097,-25.41433978
-71.86766227,92.73669434,93.31715937,95.0207,2.284005664,1.703540634,-25.41434284
-71.8676686,92.81642151,93.37662421,95.0207,2.204278491,1.644075792,-25.41433403
-71.86767491,93.11524963,93.5995064,95.0207,1.905450366,1.4211936,-25.41429444
-71.8676876,92.58576965,93.20459157,95.0207,2.434930347,1.816108432,-25.41435796
-71.86768755,93.36197662,93.78352875,95.0207,1.658723376,1.237171254,-25.41425099
-71.86768757,93.01163483,93.52222487,95.0207,2.009065173,1.498475132,-25.41430951
-71.86769392,92.71871948,93.30375275,95.0207,2.301980518,1.716947253,-25.41434476
-71.86775722,93.04332733,93.54586285,95.0207,1.977372668,1.474837146,-25.41430509
-71.8677572,93.27407837,93.71796947,95.0207,1.746621631,1.30273053,-25.41426791
-71.86776355,93.01514435,93.52484246,95.0207,2.005555652,1.49585754,-25.41430905
-71.86776989,92.95839691,93.48251715,95.0207,2.062303088,1.53818285,-25.41431669
-71.86776988,93.10881805,93.59470938,95.0207,1.911881946,1.425990619,-25.41429546
-71.86777624,92.58908844,93.2070669,95.0207,2.43161156,1.813633101,-25.41435768
-71.86778256,92.81471252,93.37534956,95.0207,2.205987476,1.645350444,-25.41433428
-71.86778254,93.14251709,93.61984395,95.0207,1.87818291,1.400856054,-25.41429024
-71.86779524,92.61140442,93.22371136,95.0207,2.409295581,1.796988635,-25.41435557
-71.86780791,92.55462646,93.18136329,95.0207,2.466073535,1.839336707,-25.4143609
-71.86781424,92.63612366,93.24214831,95.0207,2.384576343,1.778551689,-25.41435319
-71.86782688,93.06697083,93.56349745,95.0207,1.953729175,1.457202548,-25.41430172
-71.8678269,92.72933197,93.31166812,95.0207,2.29136803,1.709031883,-25.4143437
-71.86784591,92.66569519,93.26420436,95.0207,2.35500481,1.756495638,-25.41435027
-71.86785225,92.69412231,93.28540685,95.0207,2.326577686,1.73529315,-25.41434738
-71.86790926,92.89168549,93.43276016,95.0207,2.129014514,1.587939842,-25.4143252
-71.86792194,92.64478302,93.24860693,95.0207,2.37591698,1.772093067,-25.41435237
-71.8679536,93.07089996,93.56642802,95.0207,1.949800037,1.454271983,-25.41430118
-71.86799163,92.82932281,93.3862467,95.0207,2.191377185,1.634453298,-25.41433266
-71.86799798,92.6681366,93.2660253,95.0207,2.352563403,1.754674705,-25.41435006
-71.86800431,92.72489929,93.30836199,95.0207,2.295800708,1.712338014,-25.41434421
-71.86800433,92.44544983,93.09993345,95.0207,2.575250171,1.920766551,-25.41437052
-71.86804232,92.81954956,93.37895728,95.0207,2.201150439,1.641742719,-25.41433379
-71.86806133,92.69217682,93.28395579,95.0207,2.328523181,1.736744205,-25.41434763
-71.86808035,92.40292358,93.06821507,95.0207,2.617776416,1.952484926,-25.41437405
-71.86808668,92.54551697,93.17456894,95.0207,2.475183032,1.846131061,-25.4143618
-71.86811834,92.78356934,93.35212128,95.0207,2.237130664,1.668578718,-25.41433788
-71.86811835,92.51316833,93.15044158,95.0207,2.507531665,1.870258423,-25.41436471
-71.868131,92.84146881,93.39530584,95.0207,2.179231189,1.625394155,-25.41433127
-71.86813102,92.54016113,93.17057427,95.0207,2.480538867,1.850125733,-25.41436229
-71.86813102,92.55277252,93.17998052,95.0207,2.467927478,1.840719476,-25.41436115
-71.86814997,93.36723328,93.78744944,95.0207,1.653466724,1.233250556,-25.41425006
-71.86815635,92.49655914,93.13805354,95.0207,2.524140857,1.882646457,-25.41436617
-71.86815633,92.9138031,93.44925667,95.0207,2.106896899,1.571443327,-25.41432251
-71.86816267,92.73506927,93.31594731,95.0207,2.285630725,1.704752689,-25.41434317
-71.86816268,92.54784393,93.17630452,95.0207,2.472856067,1.844395484,-25.4143616
-71.86816901,92.66586304,93.26432955,95.0207,2.354836963,1.756370448,-25.41435032
-71.86817532,93.05429077,93.55403998,95.0207,1.966409229,1.466660016,-25.41430364
-71.86818165,93.12521362,93.60693809,95.0207,1.895486377,1.413761914,-25.41429305
-71.86818799,92.91439056,93.44969484,95.0207,2.106309436,1.571005164,-25.41432244
-71.86820696,93.34077454,93.76771508,95.0207,1.679925464,1.252984916,-25.41425537
-71.86821331,92.94933319,93.47575694,95.0207,2.071366809,1.544943062,-25.41431799
-71.86824495,93.07215118,93.56736125,95.0207,1.948548816,1.453338754,-25.41430105
-71.86824494,93.25570679,93.70426695,95.0207,1.764993213,1.316433049,-25.41427134
-71.86824496,92.84234619,93.39596024,95.0207,2.178353809,1.624739757,-25.41433119
-71.86824493,93.32216644,93.75383616,95.0207,1.698533557,1.26686384,-25.41425901
-71.8682576,93.13152313,93.61164406,95.0207,1.889176868,1.409055941,-25.41429207
-71.86826391,93.55530548,93.92772388,95.0207,1.465394519,1.092976124,-25.41420687
-71.86827658,93.1520462,93.62695128,95.0207,1.868653796,1.393748723,-25.41428884
-71.86827657,93.39272308,93.80646112,95.0207,1.627976917,1.214238878,-25.4142448
-71.86828922,93.4503479,93.84944083,95.0207,1.5703521,1.17125917,-25.41423226
-71.86828922,93.49578094,93.88332725,95.0207,1.524919055,1.137372746,-25.4142217
-71.86830189,93.08590698,93.57762107,95.0207,1.934793018,1.443078935,-25.41429902
-71.86830822,93.08017731,93.57334756,95.0207,1.940522693,1.447352437,-25.41429987
-71.86831453,93.3447876,93.77070824,95.0207,1.675912402,1.249991758,-25.41425458
-71.86833351,93.21582794,93.67452315,95.0207,1.804872058,1.34617685,-25.41427831
-71.86834613,93.70728302,94.04107695,95.0207,1.31341698,0.979623049,-25.41416292
-71.86835878,93.49989319,93.88639439,95.0207,1.520806812,1.134305612,-25.41422071
-71.86838408,93.21690369,93.6753255,95.0207,1.803796313,1.345374501,-25.41427813
-71.86839041,93.12944794,93.61009627,95.0207,1.891252063,1.410603734,-25.4142924
-71.86841563,94.11330414,94.34390948,95.0207,0.907395862,0.67679052,-25.4139733
-71.86842198,93.56606293,93.93574736,95.0207,1.454637073,1.084952639,-25.41420407
-71.86842829,93.68012238,94.02081907,95.0207,1.340577625,0.999880928,-25.41417151
-71.86844723,93.73737335,94.06351995,95.0207,1.283326648,0.95718005,-25.414153
-71.8684472,94.2629776,94.45554405,95.0207,0.7577224,0.56515595,-25.41385215
-71.86845356,93.52617645,93.90599787,95.0207,1.494523547,1.11470213,-25.41421429
-71.86845353,93.95908356,94.22888342,95.0207,1.061616443,0.791816577,-25.41406242
-71.86847247,94.0019989,94.26089201,95.0207,1.018701099,0.759807991,-25.41404034
-71.86848511,93.81761932,94.12337174,95.0207,1.203080676,0.89732826,-25.41412407
-71.86849773,93.89806366,94.18337148,95.0207,1.12263634,0.83732852,-25.41409093
-71.8684977,94.43343353,94.58267931,95.0207,0.587266467,0.438020688,-25.41363895
-71.86850405,93.7582016,94.07905478,95.0207,1.262498401,0.941645216,-25.41414585
-71.86850401,94.42544556,94.57672145,95.0207,0.595254443,0.443978553,-25.41365167
-71.86851032,94.43964386,94.58731131,95.0207,0.58105614,0.433388689,-25.41362882
-71.86851032,94.44100189,94.5883242,95.0207,0.579698108,0.432375795,-25.41362658
-71.86851036,93.84223938,94.14173471,95.0207,1.17846062,0.87896529,-25.41411441
-71.86852294,94.44064331,94.58805676,95.0207,0.580056689,0.432643245,-25.41362717
-71.86852294,94.46916199,94.60932753,95.0207,0.551538013,0.411372472,-25.41357756
-71.86852927,94.10978699,94.3412862,95.0207,0.910913013,0.679413801,-25.4139757
-71.86852929,93.70192719,94.03708228,95.0207,1.318772815,0.98361772,-25.41416467
-71.8685293,93.60015869,93.96117783,95.0207,1.420541309,1.059522172,-25.41419491
-71.86852925,94.48426056,94.62058886,95.0207,0.536439441,0.40011114,-25.41354916
-71.86854817,94.4927597,94.62692798,95.0207,0.527940295,0.393772017,-25.41353246
-71.86854817,94.51184845,94.6411654,95.0207,0.50885155,0.379534598,-25.41349291
-71.86854817,94.63201141,94.73078945,95.0207,0.388688586,0.289910554,-25.41315475
-71.86855452,93.80882263,94.11681069,95.0207,1.211877368,0.903889309,-25.41412745
-71.86855448,94.54889679,94.66879806,95.0207,0.47180321,0.35190194,-25.41340702
-71.86855449,94.31354523,94.49326012,95.0207,0.707154773,0.527439876,-25.41379964
-71.86856743,94.46885681,94.60909991,95.0207,0.551843188,0.411600089,-25.41357813
-71.86857374,94.03174591,94.28307894,95.0207,0.988954089,0.737621061,-25.41402392
-71.86857374,94.01116943,94.26773189,95.0207,1.009530566,0.752968111,-25.41403539
-71.86857371,94.57429504,94.68774145,95.0207,0.446404956,0.332958547,-25.4133399
-71.86857999,94.61425781,94.71754785,95.0207,0.406442188,0.303152151,-25.41321731
-71.86858001,94.29048157,94.476058,95.0207,0.730218433,0.544642002,-25.41382451
-71.86858001,94.19384766,94.4039832,95.0207,0.826852344,0.616716804,-25.41391359
-71.86858001,94.14833069,94.37003418,95.0207,0.872369312,0.650665822,-25.41394871
-71.86859886,94.11281586,94.34354529,95.0207,0.907884143,0.677154706,-25.41397366
-71.86860513,94.37403107,94.53837374,95.0207,0.646668933,0.482326262,-25.41372602
-71.86861144,93.8478775,94.14593993,95.0207,1.172822498,0.874760073,-25.41411215
-71.86861768,94.56668854,94.68206811,95.0207,0.454011462,0.338631891,-25.41336078
-71.86862397,94.29553223,94.47982505,95.0207,0.725167773,0.540874947,-25.41381919
-71.86863027,93.90261078,94.18676297,95.0207,1.118089221,0.833937032,-25.41408892
-71.86863025,94.21138,94.41705977,95.0207,0.809319995,0.603640229,-25.41389899
-71.86863653,94.23768616,94.43668032,95.0207,0.783013843,0.584019677,-25.41387589
-71.86863652,94.42512512,94.57648245,95.0207,0.595574878,0.44421755,-25.41365218
-71.86864279,94.52848816,94.6535762,95.0207,0.492211841,0.367123802,-25.41345592
-71.86864283,93.83618927,94.13722221,95.0207,1.18451073,0.883477789,-25.41411683
-71.8686428,94.44256592,94.58949074,95.0207,0.578134082,0.43120926,-25.41362398
-71.86864907,94.52659607,94.65216498,95.0207,0.494103931,0.368535025,-25.41346025
-71.86865535,94.48021698,94.61757294,95.0207,0.54048302,0.40312706,-25.41355691
-71.86865535,94.5330658,94.65699045,95.0207,0.487634204,0.363709552,-25.41344531
-71.86865536,94.23617554,94.43555362,95.0207,0.784524463,0.585146379,-25.41387725
-71.86866163,94.42852783,94.57902038,95.0207,0.592172168,0.441679625,-25.4136468
-71.86866793,93.85588837,94.15191486,95.0207,1.164811633,0.868785137,-25.41410888
-71.86867423,93.39777374,93.81022818,95.0207,1.622926257,1.210471822,-25.41424376
-71.86868044,94.5506134,94.6700784,95.0207,0.470086597,0.350621597,-25.41340269
-71.8686805,93.50164032,93.88769749,95.0207,1.51905968,1.133002506,-25.41422031
-71.86868672,94.4295578,94.57978858,95.0207,0.5911422,0.440911419,-25.41364516
-71.868693,94.41405487,94.56822566,95.0207,0.606645129,0.452474343,-25.41366922
-71.868693,94.42958832,94.57981134,95.0207,0.591111682,0.440888657,-25.41364511
-71.86869934,93.22408295,93.68068018,95.0207,1.796617053,1.34001982,-25.41427691
-71.86870554,94.44902039,94.59430483,95.0207,0.571679614,0.426395169,-25.4136131
-71.86870554,94.51522827,94.64368626,95.0207,0.505471729,0.377013744,-25.41348557
-71.86870557,93.9669342,94.23473886,95.0207,1.053765796,0.78596114,-25.41405851
-71.86871181,94.54956055,94.66929313,95.0207,0.471139453,0.351406874,-25.41340533
-71.86871185,93.78642273,94.10010363,95.0207,1.234277271,0.920596369,-25.41413576
-71.86871181,94.50514221,94.63616353,95.0207,0.515557788,0.384536473,-25.41350711
-71.86871808,94.52240753,94.64904094,95.0207,0.498292468,0.371659063,-25.41346971
-71.86871808,94.46356201,94.60515076,95.0207,0.557137988,0.415549237,-25.41358768
-71.86871808,94.44264221,94.58954764,95.0207,0.578057788,0.431152356,-25.41362384
-71.86873065,93.9402771,94.21485655,95.0207,1.0804229,0.805843452,-25.41407154
-71.86873696,93.32783508,93.75806414,95.0207,1.692864917,1.262635861,-25.41425791
-71.86873696,93.20932007,93.66966923,95.0207,1.811379932,1.351030774,-25.41427942
-71.868762,93.80290222,94.11239493,95.0207,1.217797778,0.908305072,-25.41412965
-71.86876201,93.69367981,94.03093094,95.0207,1.32702019,0.98976906,-25.41416727
-71.86876203,93.24745178,93.69810992,95.0207,1.773248218,1.322590078,-25.41427281
-71.86876204,93.15375519,93.62822593,95.0207,1.866944812,1.39247407,-25.41428857
-71.86876831,93.10188293,93.5895368,95.0207,1.918817065,1.431163205,-25.41429663
-71.86876832,92.96736908,93.48920908,95.0207,2.05333092,1.531490919,-25.41431563
-71.86876826,94.04555511,94.29337859,95.0207,0.975144885,0.727321409,-25.41401592
-71.86877458,93.11122894,93.59650755,95.0207,1.909471057,1.424192446,-25.41429521
-71.86877455,93.56478119,93.93479137,95.0207,1.455918811,1.085908629,-25.4142044
-71.86879338,93.00275421,93.51560123,95.0207,2.017945789,1.505098773,-25.41431087
-71.86879339,92.83140564,93.38780019,95.0207,2.18929436,1.632899813,-25.41433246
-71.86879963,93.17443085,93.64364696,95.0207,1.846269153,1.377053044,-25.41428523
-71.86881218,92.91446686,93.44975174,95.0207,2.106233142,1.57094826,-25.41432244
-71.86881841,93.41146088,93.82043678,95.0207,1.609239124,1.200263217,-25.41424082
-71.86882469,93.24539948,93.6965792,95.0207,1.775300525,1.3241208,-25.41427318
-71.86883719,93.59856415,93.95998853,95.0207,1.422135852,1.060711469,-25.41419532
-71.86884347,93.23440552,93.68837931,95.0207,1.786294482,1.332320688,-25.41427511
-71.86884975,92.87120819,93.41748708,95.0207,2.149491809,1.603212916,-25.41432775
-71.86885601,92.98245239,93.50045903,95.0207,2.038247607,1.520240968,-25.41431362
-71.86886851,93.19675446,93.66029711,95.0207,1.823945544,1.360402889,-25.41428154
-71.86886855,92.56030273,93.18559696,95.0207,2.460397266,1.835103035,-25.41436047
-71.86889359,92.48838043,93.13195342,95.0207,2.532319568,1.888746582,-25.4143669
-71.86889984,92.52674866,93.16057052,95.0207,2.493951343,1.860129483,-25.41436352
-71.86893112,92.58602905,93.20478505,95.0207,2.434670947,1.815914955,-25.41435808
-71.86893737,92.64920807,93.25190738,95.0207,2.371491931,1.768792624,-25.41435199
-71.86894365,92.30571747,92.99571349,95.0207,2.714982532,2.024986508,-25.41438169
-71.86896238,92.83008575,93.38681575,95.0207,2.190614246,1.633884255,-25.41433262
-71.86898742,92.32157898,93.00754387,95.0207,2.699121021,2.013156135,-25.41438048
-71.86898737,93.16080475,93.63348387,95.0207,1.859895251,1.387216126,-25.41428744
-71.86899992,92.30437469,92.99471198,95.0207,2.716325305,2.025988021,-25.41438179
-71.86899991,92.47660065,93.12316742,95.0207,2.544099353,1.897532583,-25.41436792
-71.86899993,92.16613007,92.89160165,95.0207,2.854569934,2.129098349,-25.41439171
-71.86901239,92.82696533,93.38448837,95.0207,2.193734668,1.636211635,-25.41433298
-71.86901243,92.09169769,92.83608596,95.0207,2.929002307,2.184614042,-25.41439667
-71.8690124,92.64881897,93.25161716,95.0207,2.37188103,1.769082835,-25.41435203
-71.86903743,92.21109772,92.92514096,95.0207,2.809602283,2.095559041,-25.41438859
-71.86904367,92.26179504,92.96295377,95.0207,2.758904956,2.05774623,-25.41438495
-71.86905616,92.46102905,93.11155328,95.0207,2.559670947,1.909146721,-25.41436925
-71.86906242,92.26670837,92.9666184,95.0207,2.753991626,2.054081603,-25.41438459
-71.86906867,92.13978577,92.87195265,95.0207,2.880914233,2.148747354,-25.4143935
-71.8690749,92.45110321,93.10415005,95.0207,2.56959679,1.916549952,-25.41437009
-71.86910615,92.1625824,92.88895561,95.0207,2.858117603,2.131744393,-25.41439195
-71.86913737,92.21648407,92.92915839,95.0207,2.80421593,2.091541608,-25.41438821
-71.86914985,92.48619843,93.13032596,95.0207,2.534501575,1.890374041,-25.41436708
-71.8691873,92.59672546,93.21276301,95.0207,2.423974536,1.807936992,-25.41435706
-71.86919355,92.49299622,93.13539612,95.0207,2.527703784,1.885303881,-25.41436648
-71.86922475,92.67747498,93.27299036,95.0207,2.343225024,1.747709636,-25.41434914
-71.86924346,92.7640686,93.33757658,95.0207,2.256631396,1.68312342,-25.41434002
-71.86924962,94.27136993,94.46180351,95.0207,0.749330066,0.558896493,-25.41384388
-71.86926209,94.56723785,94.68247782,95.0207,0.453462146,0.338222182,-25.41335924
-71.86926832,94.73151398,94.80500384,95.0207,0.289186023,0.215696156,-25.41266198
-71.86926842,92.90881348,93.44553514,95.0207,2.111886523,1.575164859,-25.41432311
-71.86927459,94.08977509,94.32636024,95.0207,0.930924915,0.694339761,-25.41398877
-71.86927456,94.69081116,94.77464548,95.0207,0.329888843,0.246054523,-25.41289945
-71.86927459,94.18078613,94.3942412,95.0207,0.839913867,0.626458795,-25.41392398
-71.8692808,94.59267426,94.70144966,95.0207,0.428025745,0.319250337,-25.41328629
-71.86928709,93.66954041,94.01292647,95.0207,1.351159595,1.007773535,-25.41417472
-71.86928703,94.80109406,94.85690043,95.0207,0.219605945,0.163799568,-25.41205216
-71.8692933,94.25275421,94.44791889,95.0207,0.767945789,0.572781107,-25.41386188
-71.86929952,94.5493927,94.66916794,95.0207,0.4713073,0.351532064,-25.4134057
-71.86929951,94.71647644,94.79378803,95.0207,0.30422356,0.226911965,-25.41275711
-71.87325394,94.51127625,94.64073862,95.0207,0.509423755,0.379961379,-25.41349401
-71.87326656,94.48966217,94.62461767,95.0207,0.53103783,0.396082326,-25.41353849
-71.87327286,94.54950714,94.66925329,95.0207,0.471192859,0.351446708,-25.41340538
-71.87328548,94.47542572,94.61399936,95.0207,0.54527428,0.406700641,-25.41356587
-71.87329809,94.37478638,94.53893709,95.0207,0.645913623,0.481762912,-25.41372493
-71.87329808,94.55774689,94.67539894,95.0207,0.462953113,0.345301059,-25.41338438
-71.87329808,94.56757355,94.6827282,95.0207,0.453126453,0.337971804,-25.41335831
-71.8733233,94.58316803,94.69435941,95.0207,0.43753197,0.326340594,-25.41331455
-71.87332335,93.71248627,94.04495781,95.0207,1.308213733,0.975742186,-25.41416121
-71.87332962,94.44667816,94.59255787,95.0207,0.574021838,0.428142127,-25.41361704
-71.87333596,93.83765411,94.13831477,95.0207,1.183045886,0.88238523,-25.41411621
-71.87334224,94.31127167,94.49156438,95.0207,0.709428333,0.52913562,-25.41380212
-71.87334856,94.00790405,94.26529639,95.0207,1.012795947,0.755403609,-25.41403713
-71.87334855,94.13599396,94.36083278,95.0207,0.884706042,0.659867224,-25.41395757
-71.87336116,94.06158447,94.30533415,95.0207,0.959115527,0.715365846,-25.41400639
-71.87336751,93.16178894,93.63421794,95.0207,1.85891106,1.386482062,-25.41428729
-71.87337378,93.72629547,94.05525747,95.0207,1.294404529,0.965442533,-25.41415672
-71.87337378,93.82898712,94.13185046,95.0207,1.191712878,0.888849541,-25.41411966
-71.87339267,94.16312408,94.38106789,95.0207,0.857575916,0.639632107,-25.4139377
-71.87340532,93.32064056,93.75269808,95.0207,1.700059436,1.268001922,-25.41425934
-71.8734053,93.66548157,94.00989917,95.0207,1.355218433,1.010800834,-25.41417604
-71.87341165,92.7671051,93.33984137,95.0207,2.253594897,1.680858633,-25.41433977
-71.87341161,93.48022461,93.8717245,95.0207,1.540475391,1.148975502,-25.41422543
-71.87342422,93.44180298,93.84306757,95.0207,1.578897021,1.177632434,-25.41423424
-71.87344313,93.20793152,93.66863357,95.0207,1.812768481,1.352066429,-25.41427973
-71.87344318,92.25540924,92.95819089,95.0207,2.765290759,2.062509106,-25.41438549
-71.8734558,91.96347809,92.74045284,95.0207,3.057221912,2.280247162,-25.41440472
-71.87347468,92.24279022,92.94877895,95.0207,2.777909778,2.071921052,-25.41438643
-71.87350618,92.05110168,92.80580726,95.0207,2.969598315,2.214892739,-25.41439939
-71.87352501,93.20529938,93.66667038,95.0207,1.815400623,1.354029621,-25.41428024
-71.87356285,92.01063538,92.7756253,95.0207,3.010064624,2.245074701,-25.41440196
-71.87358179,92.17732239,92.8999495,95.0207,2.843377612,2.120750504,-25.41439114
-71.87360694,92.2521286,92.95574402,95.0207,2.768571399,2.06495598,-25.41438588
-71.87361324,92.0104599,92.77549442,95.0207,3.0102401,2.245205579,-25.41440203
-71.87361955,91.58633423,92.45915854,95.0207,3.434365771,2.561541463,-25.41442487
-71.87362582,91.83535767,92.6448937,95.0207,3.185342334,2.375806303,-25.41441221
-71.87363212,91.64680481,92.50426077,95.0207,3.37389519,2.51643923,-25.41442198
-71.8736447,91.49645996,92.39212544,95.0207,3.524240039,2.628574556,-25.41442903
-71.87365726,91.66755676,92.5197387,95.0207,3.353143237,2.500961299,-25.41442098
-71.87366356,91.34526062,92.27935279,95.0207,3.67543938,2.741347208,-25.41443555
-71.87366984,91.54301453,92.42684836,95.0207,3.477685474,2.59385164,-25.41442694
-71.87367608,92.26809692,92.96765406,95.0207,2.752603076,2.053045939,-25.41438479
-71.8736761,91.93028259,92.71569385,95.0207,3.090417407,2.305006153,-25.41440689
-71.87367611,91.68164825,92.5302489,95.0207,3.339051746,2.490451101,-25.4144203
-71.87370753,91.54112244,92.42543714,95.0207,3.479577563,2.595262861,-25.41442707
-71.87373263,92.00216675,92.76930894,95.0207,3.018533252,2.251391057,-25.41440266
-71.87375149,91.63146973,92.49282304,95.0207,3.389230273,2.527876961,-25.41442284
-71.87379547,91.05054474,92.05953774,95.0207,3.970155261,2.96116226,-25.41444691
-71.87380175,91.08409119,92.0845585,95.0207,3.936608813,2.936141503,-25.41444572
-71.87380801,91.43034363,92.34281231,95.0207,3.590356372,2.67788769,-25.41443209
-71.87382056,91.35836029,92.28912324,95.0207,3.662339709,2.731576759,-25.41443515
-71.87383311,91.33753204,92.27358841,95.0207,3.683167957,2.747111593,-25.41443602
-71.87385195,91.15116119,92.13458294,95.0207,3.869538806,2.88611706,-25.41444331
-71.87386453,90.58111572,91.70941217,95.0207,4.439584277,3.311287828,-25.41446179
-71.87387076,91.25362396,92.21100522,95.0207,3.767076038,2.80969478,-25.41443941
-71.87389587,90.93912506,91.97643492,95.0207,4.081574939,3.044265084,-25.41445082
-71.87390842,90.74650574,91.832769,95.0207,4.274194263,3.187931001,-25.41445697
-71.8739272,91.35574341,92.28717143,95.0207,3.664956592,2.733528569,-25.41443533
-71.87392723,90.78414154,91.86083982,95.0207,4.236558459,3.159860181,-25.41445583
